sim,Team,Points,Wins,pl_wins,Losses,Tie
540,Barrett,1396.1,6,6,9,0
540,Pfinn,1470.32,5,4,10,0
540,David,1344.02,5,5,10,0
541,Scott,1807.48,12,11,3,0
541,German,1749.79,11,11,4,0
541,Diaz,1579.03,8,7,7,0
541,Justin,1533.74,8,7,7,0
541,Bobby,1682.5,7,6,8,0
541,Brian,1645.19,7,7,8,0
541,Eric,1468.48,6,6,9,0
541,Barrett,1406.71,6,6,9,0
541,Pfinn,1483.23,5,4,10,0
541,David,1374.53,5,5,10,0
542,Scott,1788.32,12,11,3,0
542,German,1768.08,11,11,4,0
542,Diaz,1561.57,8,7,7,0
542,Justin,1521.64,8,7,7,0
542,Bobby,1663.92,7,6,8,0
542,Brian,1615.27,7,7,8,0
542,Barrett,1392.61,7,6,8,0
542,Eric,1482.82,6,6,9,0
542,David,1377.1200000000001,5,5,10,0
542,Pfinn,1458.96,4,4,11,0
543,German,1830.6100000000001,12,11,3,0
543,Scott,1751.99,11,11,4,0
543,Justin,1521.01,8,7,7,0
543,Bobby,1685.4,7,6,8,0
543,Brian,1611.6399999999999,7,7,8,0
543,Diaz,1560.99,7,7,8,0
543,Eric,1492.05,7,6,8,0
543,Barrett,1396.25,6,6,9,0
543,Pfinn,1483.12,5,4,10,0
543,David,1351.38,5,5,10,0
544,German,1754.28,12,11,3,0
544,Scott,1743.32,11,11,4,0
544,Brian,1647.5,8,7,7,0
544,Justin,1530.05,8,7,7,0
544,Diaz,1549.67,7,7,8,0
544,Eric,1474.37,7,6,8,0
544,Bobby,1682.44,6,6,9,0
544,Barrett,1432.55,6,6,9,0
544,Pfinn,1514.99,5,4,10,0
544,David,1378.07,5,5,10,0
545,Scott,1776.1000000000001,12,11,3,0
545,German,1769.68,11,11,4,0
545,Brian,1647.49,8,7,7,0
545,Diaz,1543.47,7,7,8,0
545,Justin,1529.08,7,7,8,0
545,Eric,1477.15,7,6,8,0
545,Bobby,1633.51,6,6,9,0
545,David,1398.03,6,5,9,0
545,Barrett,1375.35,6,6,9,0
545,Pfinn,1464.4,5,4,10,0
546,Scott,1768.07,12,11,3,0
546,German,1764.91,11,11,4,0
546,Justin,1514.23,8,7,7,0
546,Bobby,1679.33,7,6,8,0
546,Brian,1639.86,7,7,8,0
546,Diaz,1552.24,7,7,8,0
546,Eric,1496.63,7,6,8,0
546,Barrett,1414.11,6,6,9,0
546,Pfinn,1496.65,5,4,10,0
546,David,1372.24,5,5,10,0
547,German,1792.31,12,11,3,0
547,Scott,1744.47,11,11,4,0
547,Brian,1649.46,8,7,7,0
547,Diaz,1560.43,8,7,7,0
547,Justin,1517.6200000000001,7,7,8,0
547,Bobby,1663.07,6,6,9,0
547,Eric,1470.11,6,6,9,0
547,Barrett,1424.62,6,6,9,0
547,David,1388.19,6,5,9,0
547,Pfinn,1502.5,5,4,10,0
548,German,1790.63,12,11,3,0
548,Scott,1738.78,11,11,4,0
548,Justin,1517.6,8,7,7,0
548,Bobby,1704.09,7,6,8,0
548,Brian,1636.62,7,7,8,0
548,Diaz,1550.78,7,7,8,0
548,Eric,1475.81,7,6,8,0
548,Barrett,1418.37,7,6,8,0
548,David,1350.06,5,5,10,0
548,Pfinn,1484.14,4,4,11,0
549,Scott,1779.5900000000001,12,11,3,0
549,German,1782.72,11,11,4,0
549,Justin,1507.85,8,7,7,0
549,Bobby,1691.35,7,6,8,0
549,Brian,1631.9099999999999,7,7,8,0
549,Diaz,1557.17,7,7,8,0
549,Eric,1493.46,7,6,8,0
549,Barrett,1398.32,6,6,9,0
549,Pfinn,1499.56,5,4,10,0
549,David,1364.97,5,5,10,0
550,German,1763.75,12,11,3,0
550,Scott,1738.3600000000001,11,11,4,0
550,Justin,1521.95,8,7,7,0
550,Bobby,1659.54,7,6,8,0
550,Brian,1613.3,7,7,8,0
550,Diaz,1571.52,7,7,8,0
550,Eric,1496.11,7,6,8,0
550,Barrett,1388.02,6,6,9,0
550,Pfinn,1482.87,5,4,10,0
550,David,1358.67,5,5,10,0
551,German,1775.59,12,11,3,0
551,Scott,1730.15,11,11,4,0
551,Diaz,1539.6,8,7,7,0
551,Justin,1516.54,8,7,7,0
551,Bobby,1722.55,7,6,8,0
551,Brian,1648.93,7,7,8,0
551,Eric,1450.08,6,6,9,0
551,Barrett,1417.42,6,6,9,0
551,Pfinn,1511.27,5,4,10,0
551,David,1356.82,5,5,10,0
552,German,1786.74,12,11,3,0
552,Scott,1737.43,11,11,4,0
552,Diaz,1571.89,8,7,7,0
552,Justin,1515.66,8,7,7,0
552,Bobby,1713.74,7,6,8,0
552,Brian,1670.21,7,7,8,0
552,Eric,1493.2,6,6,9,0
552,Barrett,1389.86,6,6,9,0
552,Pfinn,1474.72,5,4,10,0
552,David,1370.72,5,5,10,0
553,German,1800.58,12,11,3,0
553,Scott,1729.43,11,11,4,0
553,Brian,1635.6,8,7,7,0
553,Justin,1529.59,8,7,7,0
553,Diaz,1551.21,7,7,8,0
553,Eric,1498.93,7,6,8,0
553,Barrett,1428,7,6,8,0
553,Bobby,1659.22,6,6,9,0
553,David,1381.51,5,5,10,0
553,Pfinn,1501.62,4,4,11,0
554,Scott,1760.41,12,11,3,0
554,German,1766.15,11,11,4,0
554,Diaz,1561.6,8,7,7,0
554,Justin,1518.75,8,7,7,0
554,Bobby,1698.11,7,6,8,0
554,Brian,1628.82,7,7,8,0
554,Eric,1481.5,6,6,9,0
554,Barrett,1397.01,6,6,9,0
554,Pfinn,1472.74,5,4,10,0
554,David,1372.16,5,5,10,0
555,German,1774.47,12,11,3,0
555,Scott,1748.68,11,11,4,0
555,Brian,1647.33,8,7,7,0
555,Diaz,1564.49,8,7,7,0
555,Justin,1527.23,8,7,7,0
555,Bobby,1682.84,6,6,9,0
555,Eric,1471.97,6,6,9,0
555,Barrett,1394.73,6,6,9,0
555,Pfinn,1492.09,5,4,10,0
555,David,1344.35,5,5,10,0
556,German,1765.71,12,11,3,0
556,Scott,1733.74,11,11,4,0
556,Brian,1656.76,8,7,7,0
556,Diaz,1560.6200000000001,8,7,7,0
556,Justin,1524.07,8,7,7,0
556,Bobby,1622.21,6,6,9,0
556,Eric,1480.96,6,6,9,0
556,Barrett,1395.51,6,6,9,0
556,Pfinn,1499.85,5,4,10,0
556,David,1363.81,5,5,10,0
557,Scott,1789.32,12,11,3,0
557,German,1717.63,11,11,4,0
557,Brian,1659.37,8,7,7,0
557,Diaz,1553.89,8,7,7,0
557,Justin,1526.21,8,7,7,0
557,Bobby,1636.77,6,6,9,0
557,Eric,1471.74,6,6,9,0
557,Barrett,1400.18,6,6,9,0
557,Pfinn,1530.75,5,4,10,0
557,David,1346.35,5,5,10,0
558,German,1772.05,12,11,3,0
558,Scott,1696.0900000000001,11,11,4,0
558,Brian,1658.44,8,7,7,0
558,Diaz,1568.4,8,7,7,0
558,Justin,1530.14,8,7,7,0
558,Barrett,1380.09,7,6,8,0
558,Bobby,1691.16,6,6,9,0
558,Eric,1457.26,6,6,9,0
558,David,1355.74,5,5,10,0
558,Pfinn,1452.47,4,4,11,0
559,German,1777.09,12,11,3,0
559,Scott,1739.04,11,11,4,0
559,Bobby,1659.23,7,6,8,0
559,Brian,1582.1399999999999,7,7,8,0
559,Diaz,1573.79,7,7,8,0
559,Justin,1516.39,7,7,8,0
559,Eric,1498.87,7,6,8,0
559,Barrett,1391.01,6,6,9,0
559,David,1379.09,6,5,9,0
559,Pfinn,1470.37,5,4,10,0
560,German,1808,12,11,3,0
560,Scott,1771.1000000000001,11,11,4,0
560,Bobby,1707.57,7,6,8,0
560,Brian,1634.6599999999999,7,7,8,0
560,Diaz,1555.3700000000001,7,7,8,0
560,Justin,1519.23,7,7,8,0
560,Eric,1480.09,7,6,8,0
560,Barrett,1407.02,7,6,8,0
560,David,1382.91,6,5,9,0
560,Pfinn,1472.71,4,4,11,0
561,German,1795.25,12,11,3,0
561,Scott,1743.2,11,11,4,0
561,Diaz,1568.41,8,7,7,0
561,Bobby,1727.77,7,6,8,0
561,Brian,1672.02,7,7,8,0
561,Justin,1517.77,7,7,8,0
561,Eric,1483.15,6,6,9,0
561,David,1407.05,6,5,9,0
561,Barrett,1383.07,6,6,9,0
561,Pfinn,1487.93,5,4,10,0
562,German,1775.09,12,11,3,0
562,Scott,1715.24,11,11,4,0
562,Diaz,1560.06,8,7,7,0
562,Justin,1515.17,8,7,7,0
562,Bobby,1703.77,7,6,8,0
562,Brian,1618.69,7,7,8,0
562,Barrett,1407.27,7,6,8,0
562,Eric,1481.86,6,6,9,0
562,David,1359.89,5,5,10,0
562,Pfinn,1474.6,4,4,11,0
563,German,1775.04,12,11,3,0
563,Scott,1741.5900000000001,11,11,4,0
563,Brian,1651.47,8,7,7,0
563,Diaz,1564.3,8,7,7,0
563,Justin,1524.57,8,7,7,0
563,Bobby,1642.7,6,6,9,0
563,Eric,1462.5,6,6,9,0
563,Barrett,1397.81,6,6,9,0
563,Pfinn,1483.94,5,4,10,0
563,David,1351.5,5,5,10,0
564,Scott,1759.14,12,11,3,0
564,German,1752.1,11,11,4,0
564,Diaz,1573.71,8,7,7,0
564,Justin,1522.96,8,7,7,0
564,Bobby,1693.46,7,6,8,0
564,Brian,1614.34,7,7,8,0
564,Barrett,1425.4099999999999,7,6,8,0
564,Eric,1465.55,6,6,9,0
564,David,1371.33,5,5,10,0
564,Pfinn,1475.11,4,4,11,0
565,Scott,1769.66,12,11,3,0
565,German,1737.73,11,11,4,0
565,Bobby,1663,7,6,8,0
565,Brian,1617.43,7,7,8,0
565,Diaz,1547.75,7,7,8,0
565,Justin,1509.16,7,7,8,0
565,Eric,1484.69,7,6,8,0
565,Barrett,1395.11,6,6,9,0
565,David,1378.85,6,5,9,0
565,Pfinn,1507.46,5,4,10,0
566,German,1822.62,12,11,3,0
566,Scott,1769.42,11,11,4,0
566,Diaz,1565.8600000000001,8,7,7,0
566,Bobby,1732.46,7,6,8,0
566,Brian,1603.19,7,7,8,0
566,Justin,1520.79,7,7,8,0
566,Eric,1479.09,6,6,9,0
566,Barrett,1418.77,6,6,9,0
566,David,1382.69,6,5,9,0
566,Pfinn,1504.24,5,4,10,0
567,German,1818.46,12,11,3,0
567,Scott,1749.23,11,11,4,0
567,Brian,1640.1299999999999,8,7,7,0
567,Diaz,1556.76,7,7,8,0
567,Justin,1519.65,7,7,8,0
567,Eric,1486.45,7,6,8,0
567,Bobby,1668.88,6,6,9,0
567,Barrett,1408.5,6,6,9,0
567,David,1380.16,6,5,9,0
567,Pfinn,1506.5,5,4,10,0
568,German,1753.94,12,11,3,0
568,Scott,1732.66,11,11,4,0
568,Diaz,1562.47,8,7,7,0
568,Bobby,1699.13,7,6,8,0
568,Brian,1637.48,7,7,8,0
568,Justin,1523.82,7,7,8,0
568,Eric,1452.62,6,6,9,0
568,Barrett,1412.98,6,6,9,0
568,David,1388.52,6,5,9,0
568,Pfinn,1512.66,5,4,10,0
569,Scott,1799.18,12,11,3,0
569,German,1733.05,11,11,4,0
569,Bobby,1675.38,7,6,8,0
569,Brian,1633.44,7,7,8,0
569,Diaz,1575.79,7,7,8,0
569,Justin,1508.9,7,7,8,0
569,Eric,1500.23,7,6,8,0
569,Barrett,1431.05,7,6,8,0
569,David,1373.45,6,5,9,0
569,Pfinn,1451.03,4,4,11,0
570,German,1801.27,12,11,3,0
570,Scott,1784.3500000000001,11,11,4,0
570,Diaz,1551.5,8,7,7,0
570,Justin,1504.57,8,7,7,0
570,Bobby,1704.75,7,6,8,0
570,Brian,1628.05,7,7,8,0
570,Barrett,1430.5,7,6,8,0
570,Eric,1472.16,6,6,9,0
570,David,1352.1,5,5,10,0
570,Pfinn,1491.45,4,4,11,0
571,German,1775.56,12,11,3,0
571,Scott,1747.76,11,11,4,0
571,Diaz,1556.6100000000001,8,7,7,0
571,Justin,1512.01,8,7,7,0
571,Bobby,1709.98,7,6,8,0
571,Brian,1643.98,7,7,8,0
571,Barrett,1402.24,7,6,8,0
571,Eric,1448.81,6,6,9,0
571,David,1359.34,5,5,10,0
571,Pfinn,1461.59,4,4,11,0
572,German,1802.35,12,11,3,0
572,Scott,1757,11,11,4,0
572,Brian,1627.18,8,7,7,0
572,Diaz,1571.66,8,7,7,0
572,Justin,1522.3600000000001,8,7,7,0
572,Bobby,1641.03,6,6,9,0
572,Eric,1463.53,6,6,9,0
572,Barrett,1416.17,6,6,9,0
572,Pfinn,1512.44,5,4,10,0
572,David,1369.18,5,5,10,0
573,Scott,1799.27,12,11,3,0
573,German,1737.63,11,11,4,0
573,Diaz,1566.8,8,7,7,0
573,Justin,1514.2,8,7,7,0
573,Bobby,1704.35,7,6,8,0
573,Brian,1638,7,7,8,0
573,Barrett,1406.9,7,6,8,0
573,Eric,1487.01,6,6,9,0
573,David,1363.6200000000001,5,5,10,0
573,Pfinn,1476.88,4,4,11,0
574,Scott,1786.79,12,11,3,0
574,German,1765.04,11,11,4,0
574,Justin,1527.47,8,7,7,0
574,Bobby,1706.73,7,6,8,0
574,Brian,1647.75,7,7,8,0
574,Diaz,1571.55,7,7,8,0
574,Eric,1500.62,7,6,8,0
574,Barrett,1435.52,7,6,8,0
574,David,1383.57,5,5,10,0
574,Pfinn,1479.11,4,4,11,0
575,German,1780.6100000000001,12,11,3,0
575,Scott,1732.92,11,11,4,0
575,Bobby,1680.33,7,6,8,0
575,Brian,1634.32,7,7,8,0
575,Diaz,1537.55,7,7,8,0
575,Justin,1515.45,7,7,8,0
575,Eric,1478.47,7,6,8,0
575,Barrett,1418.92,6,6,9,0
575,David,1386.88,6,5,9,0
575,Pfinn,1500.11,5,4,10,0
576,Scott,1773.89,12,11,3,0
576,German,1740.28,11,11,4,0
576,Brian,1640.62,8,7,7,0
576,Diaz,1576.53,8,7,7,0
576,Justin,1512.34,8,7,7,0
576,Bobby,1671.92,6,6,9,0
576,Eric,1468.52,6,6,9,0
576,Barrett,1426.56,6,6,9,0
576,Pfinn,1508.35,5,4,10,0
576,David,1363.1,5,5,10,0
577,German,1789.49,12,11,3,0
577,Scott,1751.57,11,11,4,0
577,Brian,1639.76,8,7,7,0
577,Justin,1513.01,8,7,7,0
577,Diaz,1553.1,7,7,8,0
577,Eric,1486.91,7,6,8,0
577,Barrett,1405.6599999999999,7,6,8,0
577,Bobby,1658.76,6,6,9,0
577,David,1359.44,5,5,10,0
577,Pfinn,1475.03,4,4,11,0
578,German,1835.64,12,11,3,0
578,Scott,1729.6200000000001,11,11,4,0
578,Brian,1629.25,8,7,7,0
578,Justin,1521.03,8,7,7,0
578,Diaz,1555.19,7,7,8,0
578,Eric,1488.76,7,6,8,0
578,Barrett,1429.45,7,6,8,0
578,Bobby,1646.82,6,6,9,0
578,David,1351.8700000000001,5,5,10,0
578,Pfinn,1466.99,4,4,11,0
579,Scott,1762.08,12,11,3,0
579,German,1762.43,11,11,4,0
579,Diaz,1561.34,8,7,7,0
579,Bobby,1703.61,7,6,8,0
579,Brian,1658.68,7,7,8,0
579,Justin,1514.6100000000001,7,7,8,0
579,Eric,1471.54,6,6,9,0
579,David,1377.22,6,5,9,0
579,Barrett,1375.58,6,6,9,0
579,Pfinn,1496.67,5,4,10,0
580,Scott,1777.6200000000001,12,11,3,0
580,German,1756.95,11,11,4,0
580,Justin,1511.57,8,7,7,0
580,Bobby,1688.04,7,6,8,0
580,Brian,1643.83,7,7,8,0
580,Diaz,1554.6100000000001,7,7,8,0
580,Eric,1497.85,7,6,8,0
580,Barrett,1382.46,6,6,9,0
580,Pfinn,1465.97,5,4,10,0
580,David,1368.55,5,5,10,0
581,German,1782.32,12,11,3,0
581,Scott,1764.92,11,11,4,0
581,Justin,1536.27,8,7,7,0
581,Bobby,1697.01,7,6,8,0
581,Brian,1616.73,7,7,8,0
581,Diaz,1573.52,7,7,8,0
581,Eric,1502.75,7,6,8,0
581,Barrett,1368.82,6,6,9,0
581,Pfinn,1482.73,5,4,10,0
581,David,1384.92,5,5,10,0
582,German,1798.53,12,11,3,0
582,Scott,1735.29,11,11,4,0
582,Brian,1625.65,8,7,7,0
582,Diaz,1552.91,8,7,7,0
582,Justin,1522.29,8,7,7,0
582,Barrett,1427.97,7,6,8,0
582,Bobby,1660.43,6,6,9,0
582,Eric,1470.45,6,6,9,0
582,David,1371.54,5,5,10,0
582,Pfinn,1501.52,4,4,11,0
583,German,1795.29,12,11,3,0
583,Scott,1765.73,11,11,4,0
583,Justin,1534.6200000000001,8,7,7,0
583,Bobby,1676.85,7,6,8,0
583,Brian,1606.1,7,7,8,0
583,Diaz,1565.33,7,7,8,0
583,Eric,1506.51,7,6,8,0
583,Barrett,1427.65,6,6,9,0
583,Pfinn,1536.61,5,4,10,0
583,David,1339.18,5,5,10,0
584,Scott,1781.02,12,11,3,0
584,German,1716.07,11,11,4,0
584,Diaz,1570.41,8,7,7,0
584,Justin,1505.8700000000001,8,7,7,0
584,Bobby,1702.78,7,6,8,0
584,Brian,1616.3899999999999,7,7,8,0
584,Eric,1472.09,6,6,9,0
584,Barrett,1398.45,6,6,9,0
584,Pfinn,1494.03,5,4,10,0
584,David,1342.94,5,5,10,0
585,German,1772.56,12,11,3,0
585,Scott,1715.49,11,11,4,0
585,Brian,1660.43,8,7,7,0
585,Diaz,1573.65,8,7,7,0
585,Justin,1512.67,8,7,7,0
585,Bobby,1670.89,6,6,9,0
585,Eric,1492.75,6,6,9,0
585,Barrett,1387.71,6,6,9,0
585,Pfinn,1501.48,5,4,10,0
585,David,1367.2,5,5,10,0
586,Scott,1763.48,12,11,3,0
586,German,1743.78,11,11,4,0
586,Justin,1517.6,8,7,7,0
586,Bobby,1681.75,7,6,8,0
586,Brian,1619.78,7,7,8,0
586,Diaz,1564.71,7,7,8,0
586,Eric,1498.73,7,6,8,0
586,Barrett,1374.04,6,6,9,0
586,Pfinn,1499.14,5,4,10,0
586,David,1367.76,5,5,10,0
587,Scott,1746.05,12,11,3,0
587,German,1731.16,11,11,4,0
587,Brian,1607.32,8,7,7,0
587,Diaz,1561.1100000000001,8,7,7,0
587,Justin,1526.8700000000001,8,7,7,0
587,Barrett,1410.31,7,6,8,0
587,Bobby,1641.8700000000001,6,6,9,0
587,Eric,1479.88,6,6,9,0
587,David,1371.53,5,5,10,0
587,Pfinn,1472.27,4,4,11,0
588,German,1768.53,12,11,3,0
588,Scott,1755.46,11,11,4,0
588,Justin,1514.28,8,7,7,0
588,Bobby,1679.09,7,6,8,0
588,Brian,1605.45,7,7,8,0
588,Diaz,1558.19,7,7,8,0
588,Eric,1520.26,7,6,8,0
588,Barrett,1408.1299999999999,6,6,9,0
588,Pfinn,1489.95,5,4,10,0
588,David,1357.31,5,5,10,0
589,Scott,1766.07,12,11,3,0
589,German,1769.93,11,11,4,0
589,Bobby,1681.21,7,6,8,0
589,Brian,1635.02,7,7,8,0
589,Diaz,1556.67,7,7,8,0
589,Justin,1519.51,7,7,8,0
589,Eric,1488.68,7,6,8,0
589,Barrett,1418.68,6,6,9,0
589,David,1378.5,6,5,9,0
589,Pfinn,1498.6,5,4,10,0
590,German,1770.74,12,11,3,0
590,Scott,1750.39,11,11,4,0
590,Diaz,1567.1,8,7,7,0
590,Justin,1515.18,8,7,7,0
590,Bobby,1694.32,7,6,8,0
590,Brian,1636.71,7,7,8,0
590,Eric,1487,6,6,9,0
590,Barrett,1406.29,6,6,9,0
590,Pfinn,1503.66,5,4,10,0
590,David,1353.77,5,5,10,0
591,German,1849.96,12,11,3,0
591,Scott,1755.3600000000001,11,11,4,0
591,Diaz,1578.38,8,7,7,0
591,Justin,1524.13,8,7,7,0
591,Bobby,1677.6,7,6,8,0
591,Brian,1619.73,7,7,8,0
591,Barrett,1411.1399999999999,7,6,8,0
591,Eric,1455.07,6,6,9,0
591,David,1380.83,5,5,10,0
591,Pfinn,1466.65,4,4,11,0
592,German,1736.53,12,11,3,0
592,Scott,1726.4,11,11,4,0
592,Justin,1523.14,8,7,7,0
592,Bobby,1706.72,7,6,8,0
592,Brian,1645.24,7,7,8,0
592,Diaz,1550.24,7,7,8,0
592,Eric,1496.68,7,6,8,0
592,Barrett,1431.51,7,6,8,0
592,David,1361.6100000000001,5,5,10,0
592,Pfinn,1492.28,4,4,11,0
593,German,1765.89,12,11,3,0
593,Scott,1753.21,11,11,4,0
593,Justin,1508.69,8,7,7,0
593,Bobby,1712.47,7,6,8,0
593,Brian,1615.53,7,7,8,0
593,Diaz,1545.78,7,7,8,0
593,Eric,1504.32,7,6,8,0
593,Barrett,1370.9099999999999,6,6,9,0
593,Pfinn,1470.27,5,4,10,0
593,David,1360.23,5,5,10,0
594,German,1779.08,12,11,3,0
594,Scott,1764.65,11,11,4,0
594,Diaz,1564.08,8,7,7,0
594,Justin,1518.17,8,7,7,0
594,Bobby,1701.17,7,6,8,0
594,Brian,1644.99,7,7,8,0
594,Eric,1461.38,6,6,9,0
594,Barrett,1369.46,6,6,9,0
594,Pfinn,1496.91,5,4,10,0
594,David,1364.15,5,5,10,0
595,German,1762.81,12,11,3,0
595,Scott,1741.92,11,11,4,0
595,Diaz,1573.22,8,7,7,0
595,Justin,1517.14,8,7,7,0
595,Bobby,1729.41,7,6,8,0
595,Brian,1622.1299999999999,7,7,8,0
595,Eric,1479.46,6,6,9,0
595,Barrett,1390.86,6,6,9,0
595,Pfinn,1481.06,5,4,10,0
595,David,1355.96,5,5,10,0
596,German,1736.43,12,11,3,0
596,Scott,1712.13,11,11,4,0
596,Brian,1633.15,8,7,7,0
596,Diaz,1572.15,8,7,7,0
596,Justin,1521.04,8,7,7,0
596,Bobby,1633.95,6,6,9,0
596,Eric,1488.18,6,6,9,0
596,Barrett,1384.56,6,6,9,0
596,Pfinn,1489.17,5,4,10,0
596,David,1377.58,5,5,10,0
597,German,1796.1,12,11,3,0
597,Scott,1756.89,11,11,4,0
597,Justin,1523.4,8,7,7,0
597,Bobby,1714.24,7,6,8,0
597,Brian,1634.76,7,7,8,0
597,Diaz,1555.67,7,7,8,0
597,Eric,1485.8899999999999,7,6,8,0
597,Barrett,1393,6,6,9,0
597,Pfinn,1486.44,5,4,10,0
597,David,1367.23,5,5,10,0
598,German,1785.34,12,11,3,0
598,Scott,1716.57,11,11,4,0
598,Diaz,1564.96,8,7,7,0
598,Justin,1514.88,8,7,7,0
598,Bobby,1674.67,7,6,8,0
598,Brian,1632.86,7,7,8,0
598,Barrett,1434.45,7,6,8,0
598,Eric,1461.41,6,6,9,0
598,David,1356.8,5,5,10,0
598,Pfinn,1492.87,4,4,11,0
599,Scott,1781.67,12,11,3,0
599,German,1763.88,11,11,4,0
599,Justin,1514.83,8,7,7,0
599,Bobby,1681.4,7,6,8,0
599,Brian,1627.45,7,7,8,0
599,Diaz,1566.34,7,7,8,0
599,Eric,1501.62,7,6,8,0
599,Barrett,1424.36,7,6,8,0
599,David,1372.45,5,5,10,0
599,Pfinn,1474.06,4,4,11,0
600,Scott,1744.98,12,11,3,0
600,German,1742.95,11,11,4,0
600,Brian,1639.1,8,7,7,0
600,Justin,1518.33,8,7,7,0
600,Diaz,1561,7,7,8,0
600,Eric,1507.43,7,6,8,0
600,Barrett,1407.9099999999999,7,6,8,0
600,Bobby,1664,6,6,9,0
600,David,1371.39,5,5,10,0
600,Pfinn,1479.26,4,4,11,0
601,German,1779.38,12,11,3,0
601,Scott,1758.32,11,11,4,0
601,Diaz,1574.27,8,7,7,0
601,Justin,1519.64,8,7,7,0
601,Bobby,1679.6100000000001,7,6,8,0
601,Brian,1620.1,7,7,8,0
601,Eric,1443.86,6,6,9,0
601,Barrett,1397.52,6,6,9,0
601,Pfinn,1510.37,5,4,10,0
601,David,1352.53,5,5,10,0
602,Scott,1729.88,12,11,3,0
602,German,1736.97,11,11,4,0
602,Bobby,1711.68,7,6,8,0
602,Brian,1637.97,7,7,8,0
602,Diaz,1544.76,7,7,8,0
602,Justin,1513.1200000000001,7,7,8,0
602,Eric,1477.06,7,6,8,0
602,Barrett,1433.3899999999999,7,6,8,0
602,David,1384.03,6,5,9,0
602,Pfinn,1456.15,4,4,11,0
603,Scott,1755.3400000000001,12,11,3,0
603,German,1757.44,11,11,4,0
603,Brian,1632.69,8,7,7,0
603,Diaz,1566.78,8,7,7,0
603,Justin,1508.21,8,7,7,0
603,Barrett,1422.72,7,6,8,0
603,Bobby,1662.83,6,6,9,0
603,Eric,1479.6399999999999,6,6,9,0
603,David,1344.03,5,5,10,0
603,Pfinn,1472.83,4,4,11,0
604,Scott,1745.04,12,11,3,0
604,German,1740.77,11,11,4,0
604,Brian,1655.59,8,7,7,0
604,Justin,1532.02,8,7,7,0
604,Diaz,1556.3600000000001,7,7,8,0
604,Eric,1499.76,7,6,8,0
604,Barrett,1417.18,7,6,8,0
604,Bobby,1690.4,6,6,9,0
604,David,1345.76,5,5,10,0
604,Pfinn,1472.4,4,4,11,0
605,German,1774.17,12,11,3,0
605,Scott,1686.58,11,11,4,0
605,Diaz,1573.9,8,7,7,0
605,Bobby,1708.14,7,6,8,0
605,Brian,1656.44,7,7,8,0
605,Justin,1507.65,7,7,8,0
605,Eric,1481.37,6,6,9,0
605,Barrett,1390.76,6,6,9,0
605,David,1371.67,6,5,9,0
605,Pfinn,1501.92,5,4,10,0
606,Scott,1800.82,12,11,3,0
606,German,1798.65,11,11,4,0
606,Brian,1628.52,8,7,7,0
606,Diaz,1567.31,8,7,7,0
606,Justin,1527.73,8,7,7,0
606,Bobby,1661.63,6,6,9,0
606,Eric,1486.55,6,6,9,0
606,Barrett,1404.18,6,6,9,0
606,Pfinn,1510.03,5,4,10,0
606,David,1362,5,5,10,0
607,German,1791.7,12,11,3,0
607,Scott,1732.3600000000001,11,11,4,0
607,Brian,1675.45,8,7,7,0
607,Justin,1518.13,8,7,7,0
607,Diaz,1558.41,7,7,8,0
607,Eric,1508.5,7,6,8,0
607,Bobby,1672.88,6,6,9,0
607,Barrett,1408.49,6,6,9,0
607,Pfinn,1486.73,5,4,10,0
607,David,1358.21,5,5,10,0
608,German,1735.44,12,11,3,0
608,Scott,1715.3700000000001,11,11,4,0
608,Brian,1641.75,8,7,7,0
608,Diaz,1569.13,8,7,7,0
608,Justin,1504.25,7,7,8,0
608,Bobby,1658.49,6,6,9,0
608,Eric,1491.04,6,6,9,0
608,Barrett,1395.84,6,6,9,0
608,David,1382.13,6,5,9,0
608,Pfinn,1509.39,5,4,10,0
609,Scott,1735.5,12,11,3,0
609,German,1738.27,11,11,4,0
609,Diaz,1570.6,8,7,7,0
609,Justin,1531.74,8,7,7,0
609,Bobby,1680.14,7,6,8,0
609,Brian,1613,7,7,8,0
609,Eric,1470.99,6,6,9,0
609,Barrett,1418.52,6,6,9,0
609,Pfinn,1492.54,5,4,10,0
609,David,1337.15,5,5,10,0
610,German,1800.8600000000001,12,11,3,0
610,Scott,1791.32,11,11,4,0
610,Diaz,1577.93,8,7,7,0
610,Justin,1527.23,8,7,7,0
610,Bobby,1704.79,7,6,8,0
610,Brian,1667.61,7,7,8,0
610,Eric,1471.69,6,6,9,0
610,Barrett,1417.57,6,6,9,0
610,Pfinn,1493.02,5,4,10,0
610,David,1366.76,5,5,10,0
611,German,1784.82,12,11,3,0
611,Scott,1704.3400000000001,11,11,4,0
611,Brian,1622.97,8,7,7,0
611,Diaz,1584.56,8,7,7,0
611,Justin,1510.65,8,7,7,0
611,Bobby,1630.51,6,6,9,0
611,Eric,1478.01,6,6,9,0
611,Barrett,1395.06,6,6,9,0
611,Pfinn,1522.01,5,4,10,0
611,David,1350.74,5,5,10,0
612,Scott,1754.32,12,11,3,0
612,German,1757.03,11,11,4,0
612,Justin,1523.39,8,7,7,0
612,Bobby,1685.69,7,6,8,0
612,Brian,1615.92,7,7,8,0
612,Diaz,1560.8600000000001,7,7,8,0
612,Eric,1501.78,7,6,8,0
612,Barrett,1407.62,6,6,9,0
