sim,Team,Points,Wins,pl_wins,Losses,Tie
248,Brian,1646.54,8,7,7,0
248,Diaz,1559.21,8,7,7,0
248,Justin,1513.54,8,7,7,0
248,Bobby,1665.39,6,6,9,0
248,Eric,1470.1399999999999,6,6,9,0
248,Barrett,1390.74,6,6,9,0
248,Pfinn,1501.61,5,4,10,0
248,David,1363.92,5,5,10,0
249,German,1775.6,12,11,3,0
249,Scott,1741.91,11,11,4,0
249,Brian,1631.52,8,7,7,0
249,Justin,1517.57,8,7,7,0
249,Diaz,1560.59,7,7,8,0
249,Eric,1498.98,7,6,8,0
249,Bobby,1652.02,6,6,9,0
249,Barrett,1422.35,6,6,9,0
249,Pfinn,1524.42,5,4,10,0
249,David,1374.63,5,5,10,0
250,German,1800.29,12,11,3,0
250,Scott,1754.93,11,11,4,0
250,Bobby,1693.57,7,6,8,0
250,Brian,1638.6599999999999,7,7,8,0
250,Diaz,1564.93,7,7,8,0
250,Justin,1509.73,7,7,8,0
250,Eric,1503.31,7,6,8,0
250,Barrett,1417.6399999999999,7,6,8,0
250,David,1374.94,6,5,9,0
250,Pfinn,1488.36,4,4,11,0
251,Scott,1767.31,12,11,3,0
251,German,1743.2,11,11,4,0
251,Brian,1629.57,8,7,7,0
251,Diaz,1566.98,8,7,7,0
251,Justin,1517.89,7,7,8,0
251,Barrett,1429.97,7,6,8,0
251,Bobby,1664.47,6,6,9,0
251,Eric,1476.93,6,6,9,0
251,David,1396.53,6,5,9,0
251,Pfinn,1491.36,4,4,11,0
252,German,1784.37,12,11,3,0
252,Scott,1770.26,11,11,4,0
252,Brian,1654.43,8,7,7,0
252,Diaz,1572.45,8,7,7,0
252,Justin,1537.22,8,7,7,0
252,Barrett,1415.18,7,6,8,0
252,Bobby,1634.7,6,6,9,0
252,Eric,1453.3,6,6,9,0
252,David,1377.03,5,5,10,0
252,Pfinn,1475.94,4,4,11,0
253,German,1814.07,12,11,3,0
253,Scott,1749.78,11,11,4,0
253,Bobby,1674.77,7,6,8,0
253,Brian,1629.36,7,7,8,0
253,Diaz,1545.88,7,7,8,0
253,Justin,1526.15,7,7,8,0
253,Eric,1500.99,7,6,8,0
253,Barrett,1402.79,6,6,9,0
253,David,1392,6,5,9,0
253,Pfinn,1484.85,5,4,10,0
254,German,1779.92,12,11,3,0
254,Scott,1719.29,11,11,4,0
254,Justin,1501.56,8,7,7,0
254,Bobby,1711.78,7,6,8,0
254,Brian,1579.53,7,7,8,0
254,Diaz,1562.39,7,7,8,0
254,Eric,1502.46,7,6,8,0
254,Barrett,1398.11,7,6,8,0
254,David,1358.27,5,5,10,0
254,Pfinn,1469.23,4,4,11,0
255,German,1784.81,12,11,3,0
255,Scott,1733.45,11,11,4,0
255,Brian,1646.47,8,7,7,0
255,Diaz,1572.54,8,7,7,0
255,Justin,1523.68,8,7,7,0
255,Bobby,1678.75,6,6,9,0
255,Eric,1484.45,6,6,9,0
255,Barrett,1415.28,6,6,9,0
255,Pfinn,1499.16,5,4,10,0
255,David,1341.4,5,5,10,0
256,German,1793.63,12,11,3,0
256,Scott,1744.7,11,11,4,0
256,Diaz,1554.83,8,7,7,0
256,Bobby,1705.76,7,6,8,0
256,Brian,1641.4,7,7,8,0
256,Justin,1513.9,7,7,8,0
256,Eric,1470.88,6,6,9,0
256,Barrett,1409.9099999999999,6,6,9,0
256,David,1372.65,6,5,9,0
256,Pfinn,1492.86,5,4,10,0
257,Scott,1745.65,12,11,3,0
257,German,1720.56,11,11,4,0
257,Brian,1650.11,8,7,7,0
257,Diaz,1559.95,8,7,7,0
257,Justin,1529.28,8,7,7,0
257,Bobby,1657.69,6,6,9,0
257,Eric,1448.85,6,6,9,0
257,Barrett,1402.87,6,6,9,0
257,Pfinn,1505.03,5,4,10,0
257,David,1380.22,5,5,10,0
258,Scott,1804.95,12,11,3,0
258,German,1800.28,11,11,4,0
258,Brian,1644.48,8,7,7,0
258,Diaz,1565.21,8,7,7,0
258,Justin,1517.3600000000001,8,7,7,0
258,Bobby,1672.6,6,6,9,0
258,Eric,1469.56,6,6,9,0
258,Barrett,1387.62,6,6,9,0
258,Pfinn,1492.87,5,4,10,0
258,David,1366.53,5,5,10,0
259,Scott,1775.03,12,11,3,0
259,German,1777.24,11,11,4,0
259,Justin,1528.8700000000001,8,7,7,0
259,Bobby,1712.51,7,6,8,0
259,Brian,1619.82,7,7,8,0
259,Diaz,1559.58,7,7,8,0
259,Eric,1499.34,7,6,8,0
259,Barrett,1390.8799999999999,6,6,9,0
259,Pfinn,1529.15,5,4,10,0
259,David,1377.83,5,5,10,0
260,Scott,1796.99,12,11,3,0
260,German,1739.37,11,11,4,0
260,Diaz,1558.46,8,7,7,0
260,Justin,1500.57,8,7,7,0
260,Bobby,1688.89,7,6,8,0
260,Brian,1619.62,7,7,8,0
260,Barrett,1405.33,7,6,8,0
260,Eric,1478.49,6,6,9,0
260,David,1351.67,5,5,10,0
260,Pfinn,1447.39,4,4,11,0
261,German,1775.67,12,11,3,0
261,Scott,1752.53,11,11,4,0
261,Brian,1667.32,8,7,7,0
261,Diaz,1563.51,8,7,7,0
261,Justin,1511.48,7,7,8,0
261,Bobby,1646.34,6,6,9,0
261,Eric,1479.27,6,6,9,0
261,Barrett,1396.77,6,6,9,0
261,David,1379.03,6,5,9,0
261,Pfinn,1500.06,5,4,10,0
262,Scott,1800.14,12,11,3,0
262,German,1760.03,11,11,4,0
262,Diaz,1568.08,8,7,7,0
262,Bobby,1687.77,7,6,8,0
262,Brian,1632.51,7,7,8,0
262,Justin,1522.3600000000001,7,7,8,0
262,Barrett,1439.21,7,6,8,0
262,Eric,1460.02,6,6,9,0
262,David,1401.9,6,5,9,0
262,Pfinn,1480.21,4,4,11,0
263,German,1753.2,12,11,3,0
263,Scott,1710.6200000000001,11,11,4,0
263,Brian,1659.55,8,7,7,0
263,Diaz,1556.2,7,7,8,0
263,Justin,1521.15,7,7,8,0
263,Eric,1490.92,7,6,8,0
263,Barrett,1427.53,7,6,8,0
263,Bobby,1682.28,6,6,9,0
263,David,1383,6,5,9,0
263,Pfinn,1487.55,4,4,11,0
264,German,1762.76,12,11,3,0
264,Scott,1716.48,11,11,4,0
264,Bobby,1685.3600000000001,7,6,8,0
264,Brian,1647.62,7,7,8,0
264,Diaz,1564.76,7,7,8,0
264,Justin,1518.76,7,7,8,0
264,Eric,1502.96,7,6,8,0
264,David,1390.68,6,5,9,0
264,Barrett,1383.05,6,6,9,0
264,Pfinn,1506.02,5,4,10,0
265,Scott,1789.52,12,11,3,0
265,German,1754.43,11,11,4,0
265,Diaz,1536.6,8,7,7,0
265,Justin,1532.64,8,7,7,0
265,Bobby,1676.25,7,6,8,0
265,Brian,1636.62,7,7,8,0
265,Eric,1454.28,6,6,9,0
265,Barrett,1405.05,6,6,9,0
265,Pfinn,1487.8,5,4,10,0
265,David,1353.25,5,5,10,0
266,German,1772.22,12,11,3,0
266,Scott,1743.92,11,11,4,0
266,Brian,1650.3899999999999,8,7,7,0
266,Diaz,1577.59,8,7,7,0
266,Justin,1528.33,8,7,7,0
266,Bobby,1625.3600000000001,6,6,9,0
266,Eric,1466.3899999999999,6,6,9,0
266,Barrett,1411.98,6,6,9,0
266,Pfinn,1487.26,5,4,10,0
266,David,1350.73,5,5,10,0
267,Scott,1775.99,12,11,3,0
267,German,1746.74,11,11,4,0
267,Justin,1516.21,8,7,7,0
267,Bobby,1715.22,7,6,8,0
267,Brian,1630.03,7,7,8,0
267,Diaz,1554.93,7,7,8,0
267,Eric,1492.11,7,6,8,0
267,Barrett,1404.04,6,6,9,0
267,Pfinn,1498.25,5,4,10,0
267,David,1358.1200000000001,5,5,10,0
268,German,1772.25,12,11,3,0
268,Scott,1733.9,11,11,4,0
268,Diaz,1571.67,8,7,7,0
268,Justin,1524.09,8,7,7,0
268,Bobby,1712.38,7,6,8,0
268,Brian,1635.85,7,7,8,0
268,Eric,1458.27,6,6,9,0
268,Barrett,1386.2,6,6,9,0
268,Pfinn,1487.76,5,4,10,0
268,David,1373.71,5,5,10,0
269,Scott,1780.3700000000001,12,11,3,0
269,German,1784.18,11,11,4,0
269,Justin,1527.05,8,7,7,0
269,Bobby,1730.42,7,6,8,0
269,Brian,1627.72,7,7,8,0
269,Diaz,1550.76,7,7,8,0
269,Eric,1478.65,7,6,8,0
269,Barrett,1411.62,7,6,8,0
269,David,1368.96,5,5,10,0
269,Pfinn,1481.42,4,4,11,0
270,Scott,1789.71,12,11,3,0
270,German,1790.65,11,11,4,0
270,Brian,1663.24,8,7,7,0
270,Diaz,1560.96,8,7,7,0
270,Justin,1513.63,7,7,8,0
270,Barrett,1416.86,7,6,8,0
270,Bobby,1694.27,6,6,9,0
270,Eric,1466.24,6,6,9,0
270,David,1380.39,6,5,9,0
270,Pfinn,1483.95,4,4,11,0
271,Scott,1768.94,12,11,3,0
271,German,1727.19,11,11,4,0
271,Brian,1648.56,8,7,7,0
271,Justin,1515.06,8,7,7,0
271,Diaz,1556.72,7,7,8,0
271,Eric,1479.19,7,6,8,0
271,Barrett,1421.7,7,6,8,0
271,Bobby,1605.69,6,6,9,0
271,David,1372.18,5,5,10,0
271,Pfinn,1490.88,4,4,11,0
272,Scott,1758.48,12,11,3,0
272,German,1757.87,11,11,4,0
272,Brian,1662.3799999999999,8,7,7,0
272,Diaz,1570.83,8,7,7,0
272,Justin,1511.26,7,7,8,0
272,Barrett,1403.53,7,6,8,0
272,Bobby,1663.33,6,6,9,0
272,Eric,1455.41,6,6,9,0
272,David,1380.01,6,5,9,0
272,Pfinn,1470.47,4,4,11,0
273,German,1757.31,12,11,3,0
273,Scott,1722.08,11,11,4,0
273,Diaz,1577.59,8,7,7,0
273,Justin,1523.09,8,7,7,0
273,Bobby,1694,7,6,8,0
273,Brian,1606.03,7,7,8,0
273,Barrett,1429.36,7,6,8,0
273,Eric,1475.23,6,6,9,0
273,David,1350.48,5,5,10,0
273,Pfinn,1485.69,4,4,11,0
274,Scott,1771.65,12,11,3,0
274,German,1777.23,11,11,4,0
274,Bobby,1684.03,7,6,8,0
274,Brian,1636.3899999999999,7,7,8,0
274,Diaz,1543.85,7,7,8,0
274,Justin,1518.8600000000001,7,7,8,0
274,Eric,1487.65,7,6,8,0
274,Barrett,1410.15,6,6,9,0
274,David,1384.8,6,5,9,0
274,Pfinn,1489.53,5,4,10,0
275,Scott,1771.18,12,11,3,0
275,German,1755.62,11,11,4,0
275,Diaz,1566.42,8,7,7,0
275,Bobby,1691.71,7,6,8,0
275,Brian,1614.3799999999999,7,7,8,0
275,Justin,1519.67,7,7,8,0
275,Eric,1481.29,6,6,9,0
275,Barrett,1396.44,6,6,9,0
275,David,1385.6,6,5,9,0
275,Pfinn,1486.75,5,4,10,0
276,Scott,1754.69,12,11,3,0
276,German,1759.83,11,11,4,0
276,Diaz,1558.39,8,7,7,0
276,Justin,1517.7,8,7,7,0
276,Bobby,1693.76,7,6,8,0
276,Brian,1614.86,7,7,8,0
276,Eric,1469.37,6,6,9,0
276,Barrett,1382.23,6,6,9,0
276,Pfinn,1511.83,5,4,10,0
276,David,1361.43,5,5,10,0
277,German,1787.72,12,11,3,0
277,Scott,1747.72,11,11,4,0
277,Diaz,1557.19,8,7,7,0
277,Justin,1517.6200000000001,8,7,7,0
277,Bobby,1677.3,7,6,8,0
277,Brian,1618.48,7,7,8,0
277,Barrett,1415.86,7,6,8,0
277,Eric,1473.56,6,6,9,0
277,David,1352.22,5,5,10,0
277,Pfinn,1464.02,4,4,11,0
278,Scott,1826.58,12,11,3,0
278,German,1760.51,11,11,4,0
278,Brian,1632.24,8,7,7,0
278,Diaz,1561.85,7,7,8,0
278,Justin,1511.85,7,7,8,0
278,Eric,1484.95,7,6,8,0
278,Barrett,1415.24,7,6,8,0
278,Bobby,1661.58,6,6,9,0
278,David,1388.25,6,5,9,0
278,Pfinn,1455.21,4,4,11,0
279,Scott,1783,12,11,3,0
279,German,1740.58,11,11,4,0
279,Brian,1613.76,8,7,7,0
279,Diaz,1565.32,8,7,7,0
279,Justin,1519.32,8,7,7,0
279,Bobby,1634.1100000000001,6,6,9,0
279,Eric,1484.04,6,6,9,0
279,Barrett,1375.9,6,6,9,0
279,Pfinn,1494.87,5,4,10,0
279,David,1376.77,5,5,10,0
280,German,1795.9,12,11,3,0
280,Scott,1713.64,11,11,4,0
280,Brian,1658.05,8,7,7,0
280,Justin,1524.56,8,7,7,0
280,Diaz,1579.98,7,7,8,0
280,Eric,1529.38,7,6,8,0
280,Bobby,1680.3600000000001,6,6,9,0
280,Barrett,1397.33,6,6,9,0
280,Pfinn,1502.93,5,4,10,0
280,David,1366.52,5,5,10,0
281,German,1767.8,12,11,3,0
281,Scott,1733.91,11,11,4,0
281,Diaz,1589.3,8,7,7,0
281,Justin,1512.53,8,7,7,0
281,Bobby,1677.25,7,6,8,0
281,Brian,1610.98,7,7,8,0
281,Barrett,1436.3,7,6,8,0
281,Eric,1496.5,6,6,9,0
281,David,1358.6200000000001,5,5,10,0
281,Pfinn,1503.53,4,4,11,0
282,German,1775.82,12,11,3,0
282,Scott,1746.57,11,11,4,0
282,Diaz,1561.72,8,7,7,0
282,Justin,1513.07,8,7,7,0
282,Bobby,1687.27,7,6,8,0
282,Brian,1646.78,7,7,8,0
282,Eric,1472.26,6,6,9,0
282,Barrett,1415.68,6,6,9,0
282,Pfinn,1514.09,5,4,10,0
282,David,1364.49,5,5,10,0
283,Scott,1759.44,12,11,3,0
283,German,1758.28,11,11,4,0
283,Justin,1517.92,8,7,7,0
283,Bobby,1665.6100000000001,7,6,8,0
283,Brian,1613.2,7,7,8,0
283,Diaz,1562.1100000000001,7,7,8,0
283,Eric,1490.73,7,6,8,0
283,Barrett,1390.33,6,6,9,0
283,Pfinn,1482.52,5,4,10,0
283,David,1353.99,5,5,10,0
284,German,1811.42,12,11,3,0
284,Scott,1724.29,11,11,4,0
284,Brian,1651.15,8,7,7,0
284,Diaz,1556.52,8,7,7,0
284,Justin,1515.49,8,7,7,0
284,Bobby,1643.55,6,6,9,0
284,Eric,1476.58,6,6,9,0
284,Barrett,1426.7,6,6,9,0
284,Pfinn,1507.36,5,4,10,0
284,David,1367.03,5,5,10,0
285,German,1775.91,12,11,3,0
285,Scott,1715.58,11,11,4,0
285,Justin,1524.44,8,7,7,0
285,Bobby,1673.59,7,6,8,0
285,Brian,1633.9099999999999,7,7,8,0
285,Diaz,1559.73,7,7,8,0
285,Eric,1504.73,7,6,8,0
285,Barrett,1399.55,7,6,8,0
285,David,1333.44,5,5,10,0
285,Pfinn,1468.92,4,4,11,0
286,German,1793.62,12,11,3,0
286,Scott,1708.97,11,11,4,0
286,Brian,1610.71,8,7,7,0
286,Justin,1511.59,8,7,7,0
286,Diaz,1566.6200000000001,7,7,8,0
286,Eric,1494.44,7,6,8,0
286,Barrett,1414.09,7,6,8,0
286,Bobby,1641.8,6,6,9,0
286,David,1368.05,5,5,10,0
286,Pfinn,1472.92,4,4,11,0
287,German,1803.18,12,11,3,0
287,Scott,1753.66,11,11,4,0
287,Diaz,1569.51,8,7,7,0
287,Justin,1517.9,8,7,7,0
287,Bobby,1729.5,7,6,8,0
287,Brian,1621.57,7,7,8,0
287,Eric,1463.87,6,6,9,0
287,Barrett,1404.81,6,6,9,0
287,Pfinn,1491.12,5,4,10,0
287,David,1364.78,5,5,10,0
288,German,1756.77,12,11,3,0
288,Scott,1705.63,11,11,4,0
288,Brian,1687.26,8,7,7,0
288,Justin,1513.91,8,7,7,0
288,Diaz,1548.34,7,7,8,0
288,Eric,1497.66,7,6,8,0
288,Barrett,1444.98,7,6,8,0
288,Bobby,1691.18,6,6,9,0
288,David,1335.64,5,5,10,0
288,Pfinn,1489.18,4,4,11,0
289,German,1808.62,12,11,3,0
289,Scott,1790.17,11,11,4,0
289,Diaz,1557.8700000000001,8,7,7,0
289,Justin,1524.24,8,7,7,0
289,Bobby,1680.5,7,6,8,0
289,Brian,1635.6399999999999,7,7,8,0
289,Eric,1475.74,6,6,9,0
289,Barrett,1419.33,6,6,9,0
289,Pfinn,1524.52,5,4,10,0
289,David,1360.32,5,5,10,0
290,Scott,1762.39,12,11,3,0
290,German,1768.31,11,11,4,0
290,Diaz,1588.49,8,7,7,0
290,Justin,1521.44,8,7,7,0
290,Bobby,1687.43,7,6,8,0
290,Brian,1608.23,7,7,8,0
290,Eric,1476.58,6,6,9,0
290,Barrett,1408.82,6,6,9,0
290,Pfinn,1494.79,5,4,10,0
290,David,1370.78,5,5,10,0
291,German,1881.38,12,11,3,0
291,Scott,1789.25,11,11,4,0
291,Justin,1528.78,8,7,7,0
291,Bobby,1668.1,7,6,8,0
291,Brian,1630.6599999999999,7,7,8,0
291,Diaz,1586.48,7,7,8,0
291,Eric,1513.32,7,6,8,0
291,Barrett,1411.4099999999999,6,6,9,0
291,Pfinn,1504.85,5,4,10,0
291,David,1348.76,5,5,10,0
292,German,1807.5,12,11,3,0
292,Scott,1721.38,11,11,4,0
292,Diaz,1557.41,8,7,7,0
292,Justin,1508.6100000000001,8,7,7,0
292,Bobby,1687.53,7,6,8,0
292,Brian,1635.3,7,7,8,0
292,Eric,1464.28,6,6,9,0
292,Barrett,1392.18,6,6,9,0
292,Pfinn,1471.83,5,4,10,0
292,David,1354.57,5,5,10,0
293,Scott,1790.1000000000001,12,11,3,0
293,German,1755.94,11,11,4,0
293,Diaz,1560.81,8,7,7,0
293,Justin,1523.77,8,7,7,0
293,Bobby,1671.78,7,6,8,0
293,Brian,1600.27,7,7,8,0
293,Eric,1474.31,6,6,9,0
293,Barrett,1403.77,6,6,9,0
293,Pfinn,1502.33,5,4,10,0
293,David,1356.21,5,5,10,0
294,German,1779.15,12,11,3,0
294,Scott,1730.24,11,11,4,0
294,Brian,1637.9,8,7,7,0
294,Justin,1525.06,8,7,7,0
294,Diaz,1558.5,7,7,8,0
294,Eric,1491.3,7,6,8,0
294,Bobby,1632.68,6,6,9,0
294,Barrett,1399.1,6,6,9,0
294,Pfinn,1475.56,5,4,10,0
294,David,1361.99,5,5,10,0
295,German,1797.08,12,11,3,0
295,Scott,1756.73,11,11,4,0
295,Brian,1666.12,8,7,7,0
295,Diaz,1578.16,8,7,7,0
295,Justin,1528.71,8,7,7,0
295,Barrett,1433.71,7,6,8,0
295,Bobby,1690.67,6,6,9,0
295,Eric,1465.18,6,6,9,0
295,David,1385.71,5,5,10,0
295,Pfinn,1481.39,4,4,11,0
296,Scott,1762.78,12,11,3,0
296,German,1735.03,11,11,4,0
296,Diaz,1574.08,8,7,7,0
296,Justin,1507.23,8,7,7,0
296,Bobby,1669.81,7,6,8,0
296,Brian,1628.37,7,7,8,0
296,Barrett,1431.24,7,6,8,0
296,Eric,1475.78,6,6,9,0
296,David,1360.17,5,5,10,0
296,Pfinn,1474.42,4,4,11,0
297,German,1773.82,12,11,3,0
297,Scott,1742.05,11,11,4,0
297,Brian,1638.94,8,7,7,0
297,Diaz,1556.06,8,7,7,0
297,Justin,1541.14,8,7,7,0
297,Bobby,1641.94,6,6,9,0
297,Eric,1475.82,6,6,9,0
297,Barrett,1405.2,6,6,9,0
297,Pfinn,1498.8,5,4,10,0
297,David,1358.26,5,5,10,0
298,Scott,1729.96,12,11,3,0
298,German,1737.84,11,11,4,0
298,Diaz,1554.4,8,7,7,0
298,Justin,1514.66,8,7,7,0
298,Bobby,1725.53,7,6,8,0
298,Brian,1625.9099999999999,7,7,8,0
298,Eric,1462.86,6,6,9,0
298,Barrett,1375.35,6,6,9,0
298,Pfinn,1486.51,5,4,10,0
298,David,1358.92,5,5,10,0
299,Scott,1772.3700000000001,12,11,3,0
299,German,1770.13,11,11,4,0
299,Diaz,1574.59,8,7,7,0
299,Justin,1520.42,8,7,7,0
299,Bobby,1715.11,7,6,8,0
299,Brian,1635.94,7,7,8,0
299,Eric,1469.87,6,6,9,0
299,Barrett,1410.15,6,6,9,0
299,Pfinn,1493.24,5,4,10,0
299,David,1351.3600000000001,5,5,10,0
300,Scott,1769.95,12,11,3,0
300,German,1761.45,11,11,4,0
300,Brian,1645.6399999999999,8,7,7,0
300,Diaz,1573.23,8,7,7,0
300,Justin,1506.47,7,7,8,0
300,Bobby,1657.3,6,6,9,0
300,Eric,1494.06,6,6,9,0
300,Barrett,1401.4099999999999,6,6,9,0
300,David,1375.65,6,5,9,0
300,Pfinn,1511.62,5,4,10,0
301,German,1852.62,12,11,3,0
301,Scott,1784.7,11,11,4,0
301,Brian,1666.52,8,7,7,0
301,Diaz,1572.13,8,7,7,0
301,Justin,1522.18,8,7,7,0
301,Barrett,1420.1299999999999,7,6,8,0
301,Bobby,1678.1100000000001,6,6,9,0
301,Eric,1477.94,6,6,9,0
301,David,1339.02,5,5,10,0
301,Pfinn,1489.04,4,4,11,0
302,German,1757.63,12,11,3,0
302,Scott,1718.3500000000001,11,11,4,0
302,Diaz,1553.84,8,7,7,0
302,Justin,1509.78,8,7,7,0
302,Bobby,1690.19,7,6,8,0
302,Brian,1608.18,7,7,8,0
302,Barrett,1419.01,7,6,8,0
302,Eric,1440.11,6,6,9,0
302,David,1348.52,5,5,10,0
302,Pfinn,1463.46,4,4,11,0
303,German,1784.82,12,11,3,0
303,Scott,1691.15,11,11,4,0
303,Diaz,1588.02,8,7,7,0
303,Justin,1513.13,8,7,7,0
303,Bobby,1713.03,7,6,8,0
303,Brian,1642.32,7,7,8,0
303,Eric,1466.79,6,6,9,0
303,Barrett,1362.21,6,6,9,0
303,Pfinn,1458.52,5,4,10,0
303,David,1353.15,5,5,10,0
304,German,1806.3600000000001,12,11,3,0
304,Scott,1764.42,11,11,4,0
304,Diaz,1565.49,8,7,7,0
304,Bobby,1704.64,7,6,8,0
304,Brian,1651.77,7,7,8,0
304,Justin,1502.18,7,7,8,0
304,Eric,1479.63,6,6,9,0
304,Barrett,1388.99,6,6,9,0
304,David,1375.09,6,5,9,0
304,Pfinn,1501,5,4,10,0
305,Scott,1754.1100000000001,12,11,3,0
305,German,1749.64,11,11,4,0
305,Diaz,1564.99,8,7,7,0
305,Justin,1517.17,8,7,7,0
305,Bobby,1697.16,7,6,8,0
305,Brian,1628.55,7,7,8,0
305,Eric,1476.16,6,6,9,0
305,Barrett,1414.31,6,6,9,0
305,Pfinn,1508.66,5,4,10,0
305,David,1365.01,5,5,10,0
306,Scott,1761.6200000000001,12,11,3,0
306,German,1754.04,11,11,4,0
306,Diaz,1571.18,8,7,7,0
306,Bobby,1669.3600000000001,7,6,8,0
306,Brian,1624.23,7,7,8,0
306,Justin,1524.08,7,7,8,0
306,Eric,1478.12,6,6,9,0
306,Barrett,1405.31,6,6,9,0
306,David,1384.09,6,5,9,0
306,Pfinn,1503.54,5,4,10,0
307,Scott,1791.3,12,11,3,0
307,German,1740.83,11,11,4,0
307,Justin,1530.76,8,7,7,0
307,Bobby,1672.56,7,6,8,0
307,Brian,1628.79,7,7,8,0
307,Diaz,1574.55,7,7,8,0
307,Eric,1502.42,7,6,8,0
307,Barrett,1436.8799999999999,7,6,8,0
307,David,1373.44,5,5,10,0
307,Pfinn,1487.85,4,4,11,0
308,Scott,1762.98,12,11,3,0
308,German,1753.3600000000001,11,11,4,0
308,Diaz,1559.29,8,7,7,0
308,Bobby,1690.66,7,6,8,0
308,Brian,1605.7,7,7,8,0
308,Justin,1509.97,7,7,8,0
308,Barrett,1424.6399999999999,7,6,8,0
308,Eric,1478.47,6,6,9,0
308,David,1383.7,6,5,9,0
308,Pfinn,1462.58,4,4,11,0
309,German,1813.73,12,11,3,0
309,Scott,1722.75,11,11,4,0
309,Diaz,1558.6200000000001,8,7,7,0
309,Justin,1529.45,8,7,7,0
309,Bobby,1698.38,7,6,8,0
309,Brian,1636.82,7,7,8,0
309,Eric,1474.03,6,6,9,0
309,Barrett,1410.87,6,6,9,0
309,Pfinn,1495.64,5,4,10,0
309,David,1344.8600000000001,5,5,10,0
310,German,1794.58,12,11,3,0
310,Scott,1743.58,11,11,4,0
310,Diaz,1567.16,8,7,7,0
310,Justin,1525.94,8,7,7,0
310,Bobby,1672.85,7,6,8,0
310,Brian,1597.1399999999999,7,7,8,0
310,Barrett,1419.26,7,6,8,0
310,Eric,1481.18,6,6,9,0
310,David,1373.6200000000001,5,5,10,0
310,Pfinn,1473.09,4,4,11,0
311,German,1821.12,12,11,3,0
311,Scott,1747.55,11,11,4,0
311,Brian,1624.56,8,7,7,0
311,Diaz,1574.1200000000001,8,7,7,0
311,Justin,1516.09,8,7,7,0
311,Bobby,1657.83,6,6,9,0
311,Eric,1473.84,6,6,9,0
311,Barrett,1420.69,6,6,9,0
311,Pfinn,1494.49,5,4,10,0
311,David,1366.04,5,5,10,0
312,Scott,1776.9,12,11,3,0
312,German,1736.88,11,11,4,0
312,Diaz,1580.33,8,7,7,0
312,Justin,1525.89,8,7,7,0
312,Bobby,1676.49,7,6,8,0
312,Brian,1604.93,7,7,8,0
312,Barrett,1439.01,7,6,8,0
312,Eric,1496.18,6,6,9,0
312,David,1363.8600000000001,5,5,10,0
312,Pfinn,1511.93,4,4,11,0
313,German,1796.75,12,11,3,0
313,Scott,1735.14,11,11,4,0
313,Brian,1639.25,8,7,7,0
313,Diaz,1567.28,8,7,7,0
313,Justin,1514.29,8,7,7,0
313,Bobby,1674.73,6,6,9,0
313,Eric,1467.2,6,6,9,0
313,Barrett,1398.1,6,6,9,0
313,Pfinn,1486.76,5,4,10,0
313,David,1355.23,5,5,10,0
314,German,1798.27,12,11,3,0
314,Scott,1728.01,11,11,4,0
314,Diaz,1575.88,8,7,7,0
314,Justin,1533.8600000000001,8,7,7,0
314,Bobby,1738.34,7,6,8,0
314,Brian,1649.06,7,7,8,0
314,Eric,1469.26,6,6,9,0
314,Barrett,1398.23,6,6,9,0
314,Pfinn,1477.87,5,4,10,0
314,David,1381.1200000000001,5,5,10,0
315,German,1773.49,12,11,3,0
315,Scott,1748.25,11,11,4,0
315,Diaz,1572.89,8,7,7,0
315,Justin,1520.67,8,7,7,0
315,Bobby,1720.02,7,6,8,0
315,Brian,1623.5,7,7,8,0
315,Eric,1482.19,6,6,9,0
315,Barrett,1406.4,6,6,9,0
315,Pfinn,1513.22,5,4,10,0
315,David,1355.26,5,5,10,0
316,German,1818.53,12,11,3,0
316,Scott,1786.05,11,11,4,0
316,Diaz,1582.45,8,7,7,0
316,Bobby,1688.83,7,6,8,0
316,Brian,1640.43,7,7,8,0
316,Justin,1520.27,7,7,8,0
316,Barrett,1421.96,7,6,8,0
316,Eric,1455.52,6,6,9,0
316,David,1382.2,6,5,9,0
316,Pfinn,1476.69,4,4,11,0
317,Scott,1770.16,12,11,3,0
317,German,1747.52,11,11,4,0
317,Brian,1635.3899999999999,8,7,7,0
317,Diaz,1547.8600000000001,7,7,8,0
317,Justin,1511.77,7,7,8,0
317,Eric,1478.3899999999999,7,6,8,0
317,Barrett,1429.3899999999999,7,6,8,0
317,Bobby,1639.73,6,6,9,0
317,David,1386.49,6,5,9,0
317,Pfinn,1485.66,4,4,11,0
318,German,1779.78,12,11,3,0
318,Scott,1713.78,11,11,4,0
318,Diaz,1554.33,8,7,7,0
318,Bobby,1692.98,7,6,8,0
318,Brian,1625.87,7,7,8,0
318,Justin,1520.17,7,7,8,0
318,Eric,1474.09,6,6,9,0
318,Barrett,1400.25,6,6,9,0
318,David,1397.73,6,5,9,0
318,Pfinn,1480.94,5,4,10,0
319,Scott,1777.57,12,11,3,0
319,German,1763.6,11,11,4,0
319,Brian,1659.9099999999999,8,7,7,0
319,Diaz,1562.79,8,7,7,0
319,Justin,1535.15,8,7,7,0
319,Bobby,1666.85,6,6,9,0
319,Eric,1481.47,6,6,9,0
319,Barrett,1392.17,6,6,9,0
319,Pfinn,1494.86,5,4,10,0
319,David,1361.97,5,5,10,0
320,German,1825.53,12,11,3,0
