Team,Points,Wins,pl_wins,Losses,Tie,sim
Bobby,2128.68,10,9,5,0,823
PFinn,1812.16,9,9,6,0,823
Brian,1769.02,7,7,8,0,823
David,1666.97,7,7,8,0,823
Diaz,1542.14,7,6,8,0,823
Scott,1623.8,4,4,11,0,823
Justin,1313.68,4,3,11,0,823
Eric,1504.02,3,3,12,0,823
German,2301.81,14,13,1,0,824
Barrett,1848.75,11,10,4,0,824
PFinn,1808,8,8,7,0,824
Bobby,1761.54,8,8,7,0,824
Diaz,1739.72,8,7,7,0,824
David,1736.95,7,7,8,0,824
Brian,1715.63,7,6,8,0,824
Scott,1681.31,7,7,8,0,824
Justin,1483.46,3,2,12,0,824
Eric,1501.24,2,2,13,0,824
Scott,1971.65,12,11,3,0,825
Bobby,1866.02,11,10,4,0,825
PFinn,1934.16,10,10,5,0,825
Barrett,1891.93,10,9,5,0,825
German,1756.6200000000001,9,8,6,0,825
David,1666.44,7,7,8,0,825
Brian,1741.03,6,6,9,0,825
Eric,1461.65,4,4,11,0,825
Diaz,1423.28,3,3,12,0,825
Justin,1410.48,3,2,12,0,825
German,2141.52,12,12,3,0,826
PFinn,1878.6,12,11,3,0,826
Barrett,1903.22,11,10,4,0,826
David,1719.55,9,9,6,0,826
Scott,1704.46,7,7,8,0,826
Bobby,1826.08,6,6,9,0,826
Brian,1514.84,6,5,9,0,826
Diaz,1499.8,6,5,9,0,826
Eric,1577.51,4,3,11,0,826
Justin,1329.93,2,2,13,0,826
Scott,2090.73,13,12,2,0,827
PFinn,1942.38,11,11,4,0,827
David,1770.29,10,9,5,0,827
Bobby,1848.06,9,9,6,0,827
German,1664.92,8,7,7,0,827
Brian,1732.92,7,6,8,0,827
Diaz,1619.62,7,7,8,0,827
Barrett,1709.32,6,6,9,0,827
Eric,1361.61,4,3,11,0,827
Justin,1369.64,0,0,15,0,827
Scott,2405.92,13,13,2,0,828
David,1754.54,12,11,3,0,828
PFinn,1902.85,10,9,5,0,828
Diaz,1805.6,9,8,6,0,828
Bobby,1963.82,8,7,7,0,828
Brian,1725.88,8,8,7,0,828
Barrett,1712.6,5,5,10,0,828
Eric,1630.45,4,4,11,0,828
German,1324.22,4,4,11,0,828
Justin,1404.64,2,1,13,0,828
Scott,2272.89,14,13,1,0,829
PFinn,1960.45,11,10,4,0,829
German,1831.32,10,10,5,0,829
Barrett,1796.23,10,10,5,0,829
Bobby,1781.19,8,7,7,0,829
David,1702.51,7,6,8,0,829
Eric,1625.57,7,6,8,0,829
Brian,1619.62,3,3,12,0,829
Diaz,1475.55,3,3,12,0,829
Justin,1422.9,2,2,13,0,829
Bobby,1899.08,12,12,3,0,830
PFinn,1853.2,11,10,4,0,830
Scott,1969.23,10,9,5,0,830
David,1665.72,8,7,7,0,830
Brian,1644.76,8,7,7,0,830
Diaz,1618.39,8,8,7,0,830
German,1491.46,6,6,9,0,830
Barrett,1669.46,5,5,10,0,830
Eric,1422.11,5,5,10,0,830
Justin,1436.58,2,1,13,0,830
German,2201.37,13,12,2,0,831
Bobby,2091.81,11,10,4,0,831
PFinn,1941.45,10,10,5,0,831
Scott,1924.93,10,9,5,0,831
Barrett,1792.79,9,8,6,0,831
Diaz,1637.91,6,6,9,0,831
Brian,1663.58,5,5,10,0,831
David,1566.8,5,5,10,0,831
Eric,1514.4,5,4,10,0,831
Justin,1409.62,1,1,14,0,831
Scott,2081.61,13,12,2,0,832
German,1827.18,11,10,4,0,832
Diaz,1953.8999999999999,9,9,6,0,832
David,1651.8600000000001,9,8,6,0,832
Eric,1530.19,8,7,7,0,832
Bobby,1928.19,7,6,8,0,832
PFinn,1728.22,6,6,9,0,832
Brian,1714.61,5,5,10,0,832
Barrett,1743.3799999999999,4,4,11,0,832
Justin,1530.03,3,3,12,0,832
German,2045.82,12,11,3,0,833
Scott,1955.27,11,10,4,0,833
PFinn,1914.18,11,11,4,0,833
Bobby,2024.24,10,10,5,0,833
David,1634.46,7,7,8,0,833
Barrett,1628.37,7,6,8,0,833
Eric,1598.2,6,5,9,0,833
Brian,1701.05,5,4,10,0,833
Diaz,1510.94,5,5,10,0,833
Justin,1377.64,1,1,14,0,833
PFinn,1907.07,11,11,4,0,834
Bobby,1870.83,11,10,4,0,834
Barrett,1748.43,9,8,6,0,834
Scott,1686.48,9,8,6,0,834
David,1676.39,9,9,6,0,834
German,1765.1200000000001,8,7,7,0,834
Eric,1456.6,6,5,9,0,834
Brian,1561.17,5,5,10,0,834
Diaz,1432.49,4,4,11,0,834
Justin,1460.51,3,3,12,0,834
German,2151.38,14,13,1,0,835
PFinn,1912.65,11,11,4,0,835
Bobby,1806.31,8,8,7,0,835
Barrett,1726.58,7,6,8,0,835
Brian,1694.19,7,6,8,0,835
David,1660.3,7,7,8,0,835
Scott,1657.6,7,6,8,0,835
Eric,1620.46,7,6,8,0,835
Diaz,1607.46,6,6,9,0,835
Justin,1261.78,1,1,14,0,835
Scott,2158.18,13,12,2,0,836
Bobby,1902.46,11,10,4,0,836
German,1900.25,11,10,4,0,836
PFinn,1905.97,10,10,5,0,836
David,1663.76,10,9,5,0,836
Brian,1664.13,6,6,9,0,836
Diaz,1554.77,5,5,10,0,836
Barrett,1562.43,4,4,11,0,836
Justin,1444.21,4,3,11,0,836
Eric,1301.16,1,1,14,0,836
Bobby,2322.96,13,12,2,0,837
German,2112.93,13,12,2,0,837
Scott,1955,11,10,4,0,837
Barrett,1821.69,9,8,6,0,837
PFinn,1702.03,8,8,7,0,837
Brian,1588.27,6,6,9,0,837
David,1599.77,5,5,10,0,837
Diaz,1519.68,5,5,10,0,837
Eric,1495.88,4,3,11,0,837
Justin,1389.28,1,1,14,0,837
Scott,2610.28,13,12,2,0,838
Bobby,2018.01,11,10,4,0,838
PFinn,1881.51,11,10,4,0,838
Barrett,1826.34,9,9,6,0,838
German,1940.94,8,8,7,0,838
David,1706.65,6,5,9,0,838
Eric,1617.65,6,5,9,0,838
Diaz,1580.71,4,4,11,0,838
Justin,1510.04,4,4,11,0,838
Brian,1649.66,3,3,12,0,838
Scott,2443.01,14,13,1,0,839
PFinn,1926.6299999999999,11,11,4,0,839
German,1706.76,10,9,5,0,839
Barrett,1768.29,8,8,7,0,839
Bobby,1734.67,8,7,7,0,839
David,1624.41,7,6,8,0,839
Diaz,1423.89,7,7,8,0,839
Brian,1630.38,6,6,9,0,839
Eric,1389.81,4,3,11,0,839
Justin,1170.24,0,0,15,0,839
Bobby,1950.52,11,10,4,0,840
PFinn,1922.4099999999999,10,10,5,0,840
Scott,1831.81,10,9,5,0,840
Brian,1830.64,9,9,6,0,840
Barrett,1810.14,8,7,7,0,840
David,1630.21,8,8,7,0,840
German,1739.62,7,6,8,0,840
Diaz,1492.12,6,6,9,0,840
Eric,1527.58,5,4,10,0,840
Justin,1219.33,1,1,14,0,840
Bobby,2246.31,13,12,2,0,841
PFinn,1967.7,12,11,3,0,841
Scott,1977.82,10,9,5,0,841
German,1808.95,9,9,6,0,841
David,1710.84,8,8,7,0,841
Barrett,1804.25,7,6,8,0,841
Diaz,1688.74,7,7,8,0,841
Eric,1654.01,7,6,8,0,841
Brian,1576.92,2,2,13,0,841
Justin,1299.33,0,0,15,0,841
Scott,2310.11,14,13,1,0,842
Barrett,2056.86,11,10,4,0,842
PFinn,1912.59,10,9,5,0,842
Bobby,1866.55,10,9,5,0,842
David,1693.49,8,8,7,0,842
Diaz,1653.91,7,7,8,0,842
Eric,1563.86,5,4,9,1,842
Brian,1623.93,4,4,11,0,842
German,1575.26,4,4,10,1,842
Justin,1210.6,1,1,14,0,842
PFinn,1858.18,12,11,3,0,843
David,1765.58,12,11,3,0,843
Bobby,1675.28,10,9,5,0,843
Barrett,1768.73,9,9,6,0,843
Brian,1652.51,7,7,8,0,843
Diaz,1541.43,6,5,9,0,843
German,1629.03,5,5,10,0,843
Justin,1499.03,5,5,10,0,843
Eric,1477.5,5,4,10,0,843
Scott,1271.32,4,4,11,0,843
Scott,2213.83,13,12,2,0,844
Bobby,2080.59,11,10,4,0,844
PFinn,1931.88,9,8,6,0,844
German,1882.1,8,8,7,0,844
Barrett,1769.05,8,7,7,0,844
Eric,1726.05,8,7,7,0,844
Diaz,1520.92,7,7,8,0,844
David,1585.4,6,6,9,0,844
Brian,1737.66,5,5,10,0,844
Justin,1385.66,0,0,15,0,844
Scott,2026.19,13,12,2,0,845
Bobby,2190.52,12,11,3,0,845
PFinn,1914.66,10,10,5,0,845
Barrett,1845.54,9,8,6,0,845
Brian,1720.58,7,7,8,0,845
David,1663.73,7,7,8,0,845
German,1669.44,6,5,9,0,845
Diaz,1527.37,5,5,10,0,845
Eric,1423.32,4,4,11,0,845
Justin,1298.81,2,1,13,0,845
German,2119.03,13,13,2,0,846
PFinn,1856.25,11,10,4,0,846
Bobby,1914.67,10,9,5,0,846
David,1831.5,9,8,6,0,846
Barrett,1789.03,8,8,7,0,846
Brian,1692.04,7,7,8,0,846
Scott,1445.68,5,5,10,0,846
Justin,1445.65,5,4,10,0,846
Diaz,1357.57,4,3,11,0,846
Eric,1452.96,3,3,12,0,846
PFinn,1936.1100000000001,12,11,3,0,847
German,1925.38,11,11,4,0,847
Diaz,1748.58,9,8,6,0,847
Barrett,1800.48,8,7,7,0,847
David,1693.73,8,8,7,0,847
Bobby,1694.67,7,7,8,0,847
Eric,1546.52,7,7,8,0,847
Scott,1668.32,6,6,9,0,847
Brian,1604.4,4,3,11,0,847
Justin,1472.29,3,2,12,0,847
PFinn,1929.3,13,12,2,0,848
Bobby,1996,12,11,3,0,848
Barrett,1814.29,9,8,6,0,848
David,1753.58,8,8,7,0,848
Scott,1674.74,8,7,7,0,848
Eric,1562.98,7,6,8,0,848
Brian,1755.97,6,6,9,0,848
German,1467.12,5,5,10,0,848
Diaz,1559.22,4,4,11,0,848
Justin,1382.46,3,3,12,0,848
PFinn,1949.36,10,10,5,0,849
German,1927.3,10,9,5,0,849
Scott,1785.43,10,9,5,0,849
Bobby,1785.07,10,9,5,0,849
David,1659.52,9,8,6,0,849
Barrett,1739.41,8,8,7,0,849
Eric,1551.51,6,5,9,0,849
Brian,1563.51,4,4,11,0,849
Diaz,1356.94,4,4,11,0,849
Justin,1332.74,4,4,11,0,849
PFinn,1915.55,12,11,3,0,850
Scott,2024.4,11,10,4,0,850
Barrett,1835.93,11,10,4,0,850
Bobby,1870.26,9,8,6,0,850
David,1736.74,8,8,7,0,850
German,1686.27,8,8,7,0,850
Brian,1666.3899999999999,6,6,9,0,850
Eric,1469.29,4,3,11,0,850
Diaz,1425.03,4,4,11,0,850
Justin,1381.95,2,2,13,0,850
Barrett,1783.04,11,10,4,0,851
PFinn,1881.95,10,9,5,0,851
Scott,1864.57,10,10,5,0,851
Brian,1754.01,8,8,7,0,851
German,1734.05,8,8,7,0,851
David,1699.8,8,8,7,0,851
Diaz,1548.78,7,6,8,0,851
Bobby,1629.53,6,5,9,0,851
Eric,1524.03,6,5,9,0,851
Justin,1383.48,1,1,14,0,851
German,2058.31,13,12,2,0,852
Scott,1917.17,12,11,3,0,852
Bobby,1871.94,10,9,5,0,852
PFinn,1779.53,10,10,5,0,852
Diaz,1646.38,8,8,7,0,852
David,1624.4,7,6,8,0,852
Brian,1609.64,6,6,9,0,852
Barrett,1567.8899999999999,6,6,9,0,852
Justin,1340.75,2,1,13,0,852
Eric,1308.64,1,1,14,0,852
Scott,1997.81,12,11,3,0,853
PFinn,1909.71,12,11,3,0,853
Bobby,1895.3600000000001,10,9,5,0,853
Barrett,1869.01,10,9,5,0,853
David,1684.21,8,8,7,0,853
Justin,1633.26,8,7,7,0,853
Brian,1666.31,5,5,10,0,853
Diaz,1476.63,4,4,11,0,853
Eric,1507.27,3,3,12,0,853
German,1497.35,3,3,12,0,853
Bobby,2007.44,12,11,3,0,854
PFinn,1878.68,11,10,4,0,854
David,1746.67,10,10,5,0,854
Scott,1810.48,9,9,6,0,854
German,1714.96,8,8,7,0,854
Brian,1668.75,7,7,8,0,854
Diaz,1472.42,6,5,9,0,854
Barrett,1612.22,5,4,10,0,854
Eric,1502.84,5,4,10,0,854
Justin,1462.63,2,2,13,0,854
Bobby,2227.65,12,11,3,0,855
German,2071.53,12,11,3,0,855
PFinn,1862.33,10,10,5,0,855
David,1669.19,9,8,6,0,855
Barrett,1749.66,8,8,7,0,855
Diaz,1681.62,7,7,8,0,855
Brian,1750.6100000000001,6,6,9,0,855
Scott,1617.83,5,4,10,0,855
Eric,1536.48,5,4,10,0,855
Justin,1246.31,1,1,14,0,855
Scott,2099.35,12,12,3,0,856
Bobby,2056.6,12,11,3,0,856
Diaz,1753.85,10,9,5,0,856
Barrett,1741.19,9,8,6,0,856
David,1740.24,8,8,7,0,856
German,1694.99,8,8,7,0,856
PFinn,1755.06,7,6,8,0,856
Brian,1736.1,6,6,9,0,856
Justin,1382.02,2,1,13,0,856
Eric,1387.2,1,1,14,0,856
PFinn,1966.7,12,11,3,0,857
Bobby,1952.05,11,10,4,0,857
Barrett,1808.26,10,9,5,0,857
Scott,1788.27,10,9,5,0,857
German,1615.27,8,8,7,0,857
David,1597.26,7,7,8,0,857
Brian,1628.69,5,5,10,0,857
Diaz,1589.97,5,5,10,0,857
Eric,1527.81,5,4,10,0,857
Justin,1467.61,2,2,13,0,857
David,1780.6,12,12,3,0,858
Bobby,1898.01,10,9,5,0,858
PFinn,1806.1299999999999,10,9,5,0,858
Scott,1862.66,9,8,6,0,858
Barrett,1806.59,8,7,7,0,858
Brian,1615.45,6,6,9,0,858
Diaz,1588.6299999999999,6,6,9,0,858
Eric,1547.94,5,5,10,0,858
German,1511.83,5,5,10,0,858
Justin,1457.46,4,3,11,0,858
Bobby,2340.89,13,12,2,0,859
German,2095.04,13,12,2,0,859
Scott,2115.29,11,10,4,0,859
David,1781.0900000000001,9,9,6,0,859
PFinn,1882.41,8,8,7,0,859
Barrett,1710.68,6,5,9,0,859
Justin,1490.12,4,3,11,0,859
Diaz,1480.41,4,4,11,0,859
Eric,1459.71,4,4,11,0,859
Brian,1475.55,3,3,12,0,859
PFinn,1955.88,12,11,3,0,860
Scott,1899.3400000000001,10,9,5,0,860
Bobby,1732.79,10,9,5,0,860
David,1784.01,9,8,6,0,860
Eric,1763.78,9,8,6,0,860
German,1896.31,8,8,7,0,860
Barrett,1687.09,6,6,9,0,860
Diaz,1580.53,6,6,9,0,860
Brian,1594.36,4,4,11,0,860
Justin,1392.53,1,1,14,0,860
PFinn,1968.96,13,12,2,0,861
Barrett,2156.74,11,10,4,0,861
Scott,1925.38,10,9,5,0,861
Bobby,1909.76,9,8,6,0,861
David,1746.63,9,9,6,0,861
German,1614.42,7,7,8,0,861
Eric,1562.24,5,5,10,0,861
Brian,1592.66,4,4,11,0,861
Justin,1306.16,4,3,11,0,861
Diaz,1446,3,3,12,0,861
Scott,1960.03,13,12,2,0,862
German,2087.93,10,9,5,0,862
David,1812.53,10,9,5,0,862
Barrett,1715.69,10,10,5,0,862
PFinn,1851.45,8,8,7,0,862
Justin,1515.49,7,6,8,0,862
Brian,1704.28,6,5,9,0,862
Diaz,1482.78,5,5,10,0,862
Bobby,1268.8600000000001,3,3,12,0,862
Eric,1264.99,3,3,12,0,862
David,1762.17,11,10,4,0,863
Bobby,1968.18,10,10,5,0,863
German,1879.95,9,9,6,0,863
PFinn,1860.08,9,8,6,0,863
Diaz,1694.29,9,8,6,0,863
Scott,1730.11,8,8,7,0,863
Eric,1518.68,8,7,7,0,863
Barrett,1710.15,6,6,9,0,863
Brian,1614.49,5,4,10,0,863
Justin,1301.52,0,0,15,0,863
Scott,2172.54,12,12,3,0,864
David,1811.41,11,10,4,0,864
Bobby,1846.89,10,9,5,0,864
German,1737.19,10,10,5,0,864
PFinn,1838.47,9,8,6,0,864
Barrett,1773.16,7,7,8,0,864
Eric,1601.51,7,6,8,0,864
Diaz,1487.66,5,4,10,0,864
Brian,1581.43,3,3,12,0,864
Justin,1371.81,1,1,14,0,864
Bobby,1936.88,9,9,6,0,865
Scott,1882.26,9,8,6,0,865
PFinn,1860,9,8,6,0,865
Brian,1779.51,9,8,6,0,865
Diaz,1708.16,8,8,7,0,865
Barrett,1729.5,7,7,8,0,865
German,1698.53,7,7,8,0,865
David,1667.4,7,6,8,0,865
Eric,1462.57,7,6,8,0,865
Justin,1383.73,3,3,12,0,865
Scott,2342.42,13,12,2,0,866
Barrett,1828.83,10,9,5,0,866
David,1705.33,10,10,5,0,866
PFinn,1840.45,8,8,7,0,866
Bobby,1806.58,8,8,7,0,866
Eric,1859.38,7,6,8,0,866
Brian,1658.58,6,5,9,0,866
German,1649.57,6,5,9,0,866
Diaz,1630.17,6,6,9,0,866
Justin,1417.46,1,1,14,0,866
PFinn,1980.6200000000001,12,11,3,0,867
David,1781.38,12,12,3,0,867
Scott,2009.58,11,10,4,0,867
Barrett,1989.6799999999998,10,9,5,0,867
Bobby,1849.87,10,9,5,0,867
Brian,1697.24,6,6,9,0,867
Diaz,1553.66,6,6,9,0,867
Eric,1428.23,4,3,11,0,867
German,1396.3600000000001,4,4,11,0,867
Justin,1278.71,0,0,15,0,867
German,1985.72,13,12,2,0,868
Bobby,1873.38,11,10,4,0,868
David,1658.16,10,9,5,0,868
PFinn,1917.81,8,8,7,0,868
Diaz,1567.27,8,8,7,0,868
Barrett,1709.28,7,7,8,0,868
Scott,1684.68,7,6,8,0,868
Brian,1596.55,4,4,11,0,868
Eric,1438.34,4,3,11,0,868
Justin,1441.97,3,3,12,0,868
Bobby,1964.54,12,11,3,0,869
PFinn,1949.13,12,12,3,0,869
German,1899.02,11,10,4,0,869
Barrett,1830.11,10,9,5,0,869
Diaz,1761.8899999999999,9,8,6,0,869
Scott,1592.87,6,6,9,0,869
David,1564.96,5,5,10,0,869
Brian,1694.26,4,4,11,0,869
Justin,1395.66,3,3,12,0,869
Eric,1252.87,3,2,12,0,869
Scott,2317.89,13,12,2,0,870
Barrett,1833.43,10,9,5,0,870
Bobby,1860.9,9,9,6,0,870
Diaz,1738.96,9,9,6,0,870
David,1595.76,8,8,7,0,870
PFinn,1832.4,7,6,8,0,870
Eric,1650.28,7,6,8,0,870
Brian,1749.29,6,5,9,0,870
German,1463.23,6,6,9,0,870
Justin,1300.75,0,0,15,0,870
Bobby,1977.47,12,11,3,0,871
Scott,1975.92,11,10,4,0,871
Diaz,1890.75,11,11,4,0,871
Barrett,1860.54,8,7,7,0,871
Eric,1667.3700000000001,7,6,8,0,871
PFinn,1651.96,7,6,8,0,871
David,1646.43,7,7,8,0,871
German,1521.31,7,7,8,0,871
Justin,1401.72,3,3,12,0,871
Brian,1625.31,2,2,13,0,871
PFinn,1998.51,12,11,3,0,872
David,1657,10,9,5,0,872
Scott,1685.99,9,8,6,0,872
Barrett,1711.71,8,8,7,0,872
German,1680.38,8,8,7,0,872
Bobby,1834.68,7,6,8,0,872
Eric,1521.85,7,7,8,0,872
Diaz,1502.65,7,7,8,0,872
Brian,1649.25,6,6,9,0,872
Justin,1385.84,1,0,14,0,872
PFinn,1832.1100000000001,14,13,1,0,873
Scott,1841.3,10,9,5,0,873
Bobby,1699.01,10,9,5,0,873
David,1667.08,10,9,5,0,873
Barrett,1632.52,6,6,9,0,873
Brian,1594.99,6,6,9,0,873
Diaz,1574.76,6,6,9,0,873
Eric,1394.43,6,5,9,0,873
German,1553.71,5,5,10,0,873
Justin,1299.96,2,2,13,0,873
Scott,1945.46,11,10,4,0,874
PFinn,1788.6399999999999,10,9,5,0,874
Bobby,2073.63,9,8,6,0,874
German,1732.06,9,9,6,0,874
David,1640.76,8,7,7,0,874
Brian,1720.76,7,7,8,0,874
Barrett,1669.21,6,6,9,0,874
Diaz,1630.6399999999999,6,6,9,0,874
Justin,1558.36,5,5,10,0,874
Eric,1628.73,4,3,11,0,874
Bobby,1963.23,11,10,4,0,875
PFinn,1833.76,10,10,5,0,875
German,1827.28,10,9,5,0,875
Barrett,1734.28,9,8,6,0,875
Eric,1604.77,8,7,7,0,875
David,1668.29,7,7,8,0,875
Diaz,1540.4,7,6,8,0,875
Scott,1399.45,7,7,8,0,875
Brian,1714.3,6,6,9,0,875
Justin,1192.82,0,0,15,0,875
PFinn,1868.5900000000001,11,10,4,0,876
Bobby,2026.31,10,9,5,0,876
German,1887.04,10,10,5,0,876
Barrett,1807.7,9,9,6,0,876
Brian,1680.55,8,8,7,0,876
Diaz,1605.43,8,8,7,0,876
David,1680.74,7,6,8,0,876
Eric,1652.3600000000001,7,6,8,0,876
Scott,1571,5,4,10,0,876
Justin,1136.13,0,0,15,0,876
Barrett,1987.75,11,10,4,0,877
German,1815.99,11,11,4,0,877
PFinn,1827.41,10,9,5,0,877
Scott,1816.81,9,8,6,0,877
Bobby,1726.8600000000001,8,8,7,0,877
Diaz,1836.49,7,7,8,0,877
Brian,1690.31,7,6,8,0,877
David,1647.38,6,6,9,0,877
Eric,1499.94,3,3,12,0,877
Justin,1458.3799999999999,3,2,12,0,877
German,2149.34,13,12,2,0,878
Scott,2155.92,11,10,4,0,878
Bobby,1843.46,10,10,5,0,878
PFinn,1834.92,8,8,7,0,878
Diaz,1761.23,8,8,7,0,878
Brian,1719.07,7,6,8,0,878
Barrett,1769.51,6,6,9,0,878
David,1636.08,6,5,9,0,878
Eric,1649.58,5,4,10,0,878
Justin,1351.9,1,1,14,0,878
PFinn,1891.42,13,12,2,0,879
Scott,1993.91,10,10,5,0,879
Diaz,1619.5,10,9,5,0,879
German,1856.06,9,9,6,0,879
David,1692.26,9,8,6,0,879
Bobby,1686.86,9,8,6,0,879
Barrett,1719.78,7,7,8,0,879
Brian,1656.58,4,4,11,0,879
Eric,1272.3,3,2,12,0,879
Justin,1266.08,1,1,14,0,879
Scott,2586.07,12,11,3,0,880
Barrett,1830.63,11,10,4,0,880
David,1711.09,11,11,4,0,880
German,1901.55,10,10,5,0,880
PFinn,1849.88,9,8,6,0,880
Bobby,1980.29,8,7,7,0,880
Brian,1731.16,6,6,9,0,880
Eric,1363.27,4,3,11,0,880
Diaz,1411.59,3,3,12,0,880
Justin,1243.4,1,1,14,0,880
German,2267.12,13,12,2,0,881
PFinn,2089.05,11,11,4,0,881
Barrett,1977.45,11,10,4,0,881
Bobby,1831.77,9,8,6,0,881
Scott,1772.99,8,7,7,0,881
David,1562.95,7,7,8,0,881
Brian,1615.95,5,5,10,0,881
Eric,1565.38,4,4,11,0,881
Diaz,1554.05,4,4,11,0,881
Justin,1429.92,3,2,12,0,881
Scott,1926.77,10,9,5,0,882
PFinn,1850.05,10,9,5,0,882
David,1703.8700000000001,10,9,5,0,882
Brian,1709.17,9,9,6,0,882
Barrett,1650.54,8,8,7,0,882
German,1626.66,8,8,7,0,882
Diaz,1555.41,7,7,8,0,882
Bobby,1616.26,6,5,9,0,882
Eric,1518.04,5,4,10,0,882
Justin,1321.11,2,2,13,0,882
Bobby,2247.6,13,12,2,0,883
David,1714.77,11,10,4,0,883
German,1874.1100000000001,10,9,5,0,883
Scott,2021.13,9,9,6,0,883
PFinn,1851.94,9,9,6,0,883
Diaz,1524.51,7,6,8,0,883
Barrett,1777.73,6,6,9,0,883
Brian,1651.44,5,5,10,0,883
Eric,1494.3600000000001,3,3,12,0,883
Justin,1386.7,2,1,13,0,883
Bobby,2051.31,12,11,3,0,884
Barrett,1860.56,10,9,5,0,884
Scott,1828.3,9,8,6,0,884
German,1827.84,9,8,6,0,884
David,1741.21,8,8,7,0,884
Diaz,1648.31,8,8,7,0,884
Eric,1721.45,7,6,8,0,884
PFinn,1708.02,7,7,8,0,884
Brian,1556.65,3,3,12,0,884
Justin,1442.98,2,2,13,0,884
David,1834.3700000000001,13,12,2,0,885
German,1816.2,12,11,3,0,885
Scott,1900.73,9,8,6,0,885
Barrett,1803.32,9,9,6,0,885
Bobby,1763.6,7,7,8,0,885
Eric,1665.57,7,6,8,0,885
PFinn,1661.23,7,7,8,0,885
Brian,1660.73,6,5,9,0,885
Diaz,1456.47,4,4,11,0,885
Justin,1423.65,1,1,14,0,885
David,1708.16,11,10,4,0,886
German,1755.15,10,9,5,0,886
PFinn,1887.61,9,9,6,0,886
Barrett,1742.83,9,9,6,0,886
Diaz,1702.55,9,9,6,0,886
Brian,1682.8899999999999,9,8,6,0,886
Bobby,1732.1200000000001,6,6,9,0,886
Scott,1571.75,6,5,9,0,886
Eric,1487,4,3,11,0,886
Justin,1184.92,2,2,13,0,886
Bobby,2081,11,10,4,0,887
German,1809.77,11,11,4,0,887
PFinn,1924.09,10,9,5,0,887
Barrett,1858.01,9,9,6,0,887
David,1656.82,8,7,7,0,887
Eric,1664.29,7,6,8,0,887
Scott,1658.37,7,6,8,0,887
Diaz,1531.99,7,7,8,0,887
Brian,1526.48,4,4,11,0,887
Justin,1345.88,1,1,14,0,887
Scott,2054.05,11,10,4,0,888
Bobby,1957.81,10,9,5,0,888
Barrett,1807.18,10,9,5,0,888
PFinn,1797.8700000000001,9,9,6,0,888
German,1768,9,8,6,0,888
David,1610.61,8,8,7,0,888
Brian,1673.85,7,7,8,0,888
Justin,1506.38,5,4,10,0,888
Diaz,1411.17,4,4,11,0,888
Eric,1517.93,2,2,13,0,888
German,2053.59,11,10,4,0,889
Bobby,1946.12,11,10,4,0,889
Scott,1909.75,10,9,5,0,889
Barrett,1810.32,10,9,5,0,889
Brian,1727.24,8,8,7,0,889
PFinn,1824.8700000000001,7,7,8,0,889
Diaz,1596.4,7,7,8,0,889
David,1675.92,5,5,10,0,889
Justin,1564.3899999999999,3,2,12,0,889
Eric,1475.7,3,3,12,0,889
German,2182.95,12,12,3,0,890
Diaz,1826.35,12,11,3,0,890
PFinn,1978.09,10,9,5,0,890
Bobby,1882.96,9,8,6,0,890
Scott,1761.15,8,8,7,0,890
Barrett,1756.87,8,7,7,0,890
David,1729.82,7,7,8,0,890
Brian,1629.18,6,6,9,0,890
Justin,1463.2,2,1,13,0,890
Eric,1267.44,1,1,14,0,890
German,2115.92,12,11,3,0,891
Bobby,1984.2,12,11,3,0,891
Scott,1948.7,10,9,5,0,891
Barrett,1806.4,9,9,6,0,891
David,1694.07,9,8,6,0,891
PFinn,1956.1799999999998,8,8,7,0,891
Brian,1678.98,5,5,10,0,891
Eric,1554.27,4,3,11,0,891
Diaz,1395.72,4,4,11,0,891
Justin,1264.92,2,2,13,0,891
Scott,2354.58,14,13,1,0,892
David,1798.99,11,10,4,0,892
PFinn,1893.74,10,10,5,0,892
German,1974.1200000000001,9,8,6,0,892
Barrett,1753.65,8,8,7,0,892
Bobby,1871.23,6,6,9,0,892
Brian,1730.41,6,5,9,0,892
Eric,1591.71,6,5,9,0,892
Diaz,1606.11,5,5,10,0,892
Justin,1425.65,0,0,15,0,892
PFinn,1992.79,12,12,3,0,893
German,1756.64,10,9,5,0,893
Barrett,1921.1100000000001,9,8,6,0,893
David,1731.13,9,9,6,0,893
Diaz,1676.66,8,7,7,0,893
Bobby,1936.79,7,7,8,0,893
Eric,1609.2,6,6,9,0,893
Scott,1582.3500000000001,6,6,9,0,893
Brian,1672.71,5,4,10,0,893
Justin,1374.42,3,2,12,0,893
PFinn,2028.0900000000001,12,12,3,0,894
Barrett,1811.99,11,10,4,0,894
German,1804.74,10,9,5,0,894
Scott,1841.3500000000001,9,8,6,0,894
David,1654.59,9,9,6,0,894
Brian,1721.31,7,6,8,0,894
Bobby,1666.1200000000001,6,6,9,0,894
Eric,1531.09,6,5,9,0,894
Justin,1393.55,3,3,12,0,894
Diaz,1194.87,2,2,13,0,894
PFinn,1925.6399999999999,12,12,3,0,895
German,1853.33,9,8,6,0,895
David,1661.82,9,8,6,0,895
Bobby,1888.3600000000001,8,7,7,0,895
Scott,1838.75,8,7,7,0,895
Brian,1766.88,7,7,8,0,895
Barrett,1678.3,7,7,8,0,895
Eric,1596.62,6,5,9,0,895
