Team,Points,Wins,pl_wins,Losses,Tie,sim
Jersey,1723,8,8,6,0,782
Ford,1828.5,7,7,7,0,782
Kral,1661.5,7,7,7,0,782
Jangaard,1620,7,7,7,0,782
Bethany,1618.5,7,7,7,0,782
Scott,1497.5,5,5,9,0,782
Burg,1448,4,4,10,0,782
Wikle,1692,9,9,5,0,783
Brazil,1802,8,8,6,0,783
Rebecca,1743.5,8,8,6,0,783
Jersey,1723,8,8,6,0,783
Ford,1828.5,7,7,7,0,783
Kral,1661.5,7,7,7,0,783
Jangaard,1620,7,7,7,0,783
Bethany,1618.5,7,7,7,0,783
Scott,1497.5,5,5,9,0,783
Burg,1448,4,4,10,0,783
Wikle,1692,9,9,5,0,784
Brazil,1802,8,8,6,0,784
Rebecca,1743.5,8,8,6,0,784
Jersey,1723,8,8,6,0,784
Ford,1828.5,7,7,7,0,784
Kral,1661.5,7,7,7,0,784
Jangaard,1620,7,7,7,0,784
Bethany,1618.5,7,7,7,0,784
Scott,1497.5,5,5,9,0,784
Burg,1448,4,4,10,0,784
Wikle,1692,9,9,5,0,785
Brazil,1802,8,8,6,0,785
Rebecca,1743.5,8,8,6,0,785
Jersey,1723,8,8,6,0,785
Ford,1828.5,7,7,7,0,785
Kral,1661.5,7,7,7,0,785
Jangaard,1620,7,7,7,0,785
Bethany,1618.5,7,7,7,0,785
Scott,1497.5,5,5,9,0,785
Burg,1448,4,4,10,0,785
Wikle,1692,9,9,5,0,786
Brazil,1802,8,8,6,0,786
Rebecca,1743.5,8,8,6,0,786
Jersey,1723,8,8,6,0,786
Ford,1828.5,7,7,7,0,786
Kral,1661.5,7,7,7,0,786
Jangaard,1620,7,7,7,0,786
Bethany,1618.5,7,7,7,0,786
Scott,1497.5,5,5,9,0,786
Burg,1448,4,4,10,0,786
Wikle,1692,9,9,5,0,787
Brazil,1802,8,8,6,0,787
Rebecca,1743.5,8,8,6,0,787
Jersey,1723,8,8,6,0,787
Ford,1828.5,7,7,7,0,787
Kral,1661.5,7,7,7,0,787
Jangaard,1620,7,7,7,0,787
Bethany,1618.5,7,7,7,0,787
Scott,1497.5,5,5,9,0,787
Burg,1448,4,4,10,0,787
Wikle,1692,9,9,5,0,788
Brazil,1802,8,8,6,0,788
Rebecca,1743.5,8,8,6,0,788
Jersey,1723,8,8,6,0,788
Ford,1828.5,7,7,7,0,788
Kral,1661.5,7,7,7,0,788
Jangaard,1620,7,7,7,0,788
Bethany,1618.5,7,7,7,0,788
Scott,1497.5,5,5,9,0,788
Burg,1448,4,4,10,0,788
Wikle,1692,9,9,5,0,789
Brazil,1802,8,8,6,0,789
Rebecca,1743.5,8,8,6,0,789
Jersey,1723,8,8,6,0,789
Ford,1828.5,7,7,7,0,789
Kral,1661.5,7,7,7,0,789
Jangaard,1620,7,7,7,0,789
Bethany,1618.5,7,7,7,0,789
Scott,1497.5,5,5,9,0,789
Burg,1448,4,4,10,0,789
Wikle,1692,9,9,5,0,790
Brazil,1802,8,8,6,0,790
Rebecca,1743.5,8,8,6,0,790
Jersey,1723,8,8,6,0,790
Ford,1828.5,7,7,7,0,790
Kral,1661.5,7,7,7,0,790
Jangaard,1620,7,7,7,0,790
Bethany,1618.5,7,7,7,0,790
Scott,1497.5,5,5,9,0,790
Burg,1448,4,4,10,0,790
Wikle,1692,9,9,5,0,791
Brazil,1802,8,8,6,0,791
Rebecca,1743.5,8,8,6,0,791
Jersey,1723,8,8,6,0,791
Ford,1828.5,7,7,7,0,791
Kral,1661.5,7,7,7,0,791
Jangaard,1620,7,7,7,0,791
Bethany,1618.5,7,7,7,0,791
Scott,1497.5,5,5,9,0,791
Burg,1448,4,4,10,0,791
Wikle,1692,9,9,5,0,792
Brazil,1802,8,8,6,0,792
Rebecca,1743.5,8,8,6,0,792
Jersey,1723,8,8,6,0,792
Ford,1828.5,7,7,7,0,792
Kral,1661.5,7,7,7,0,792
Jangaard,1620,7,7,7,0,792
Bethany,1618.5,7,7,7,0,792
Scott,1497.5,5,5,9,0,792
Burg,1448,4,4,10,0,792
Wikle,1692,9,9,5,0,793
Brazil,1802,8,8,6,0,793
Rebecca,1743.5,8,8,6,0,793
Jersey,1723,8,8,6,0,793
Ford,1828.5,7,7,7,0,793
Kral,1661.5,7,7,7,0,793
Jangaard,1620,7,7,7,0,793
Bethany,1618.5,7,7,7,0,793
Scott,1497.5,5,5,9,0,793
Burg,1448,4,4,10,0,793
Wikle,1692,9,9,5,0,794
Brazil,1802,8,8,6,0,794
Rebecca,1743.5,8,8,6,0,794
Jersey,1723,8,8,6,0,794
Ford,1828.5,7,7,7,0,794
Kral,1661.5,7,7,7,0,794
Jangaard,1620,7,7,7,0,794
Bethany,1618.5,7,7,7,0,794
Scott,1497.5,5,5,9,0,794
Burg,1448,4,4,10,0,794
Wikle,1692,9,9,5,0,795
Brazil,1802,8,8,6,0,795
Rebecca,1743.5,8,8,6,0,795
Jersey,1723,8,8,6,0,795
Ford,1828.5,7,7,7,0,795
Kral,1661.5,7,7,7,0,795
Jangaard,1620,7,7,7,0,795
Bethany,1618.5,7,7,7,0,795
Scott,1497.5,5,5,9,0,795
Burg,1448,4,4,10,0,795
Wikle,1692,9,9,5,0,796
Brazil,1802,8,8,6,0,796
Rebecca,1743.5,8,8,6,0,796
Jersey,1723,8,8,6,0,796
Ford,1828.5,7,7,7,0,796
Kral,1661.5,7,7,7,0,796
Jangaard,1620,7,7,7,0,796
Bethany,1618.5,7,7,7,0,796
Scott,1497.5,5,5,9,0,796
Burg,1448,4,4,10,0,796
Wikle,1692,9,9,5,0,797
Brazil,1802,8,8,6,0,797
Rebecca,1743.5,8,8,6,0,797
Jersey,1723,8,8,6,0,797
Ford,1828.5,7,7,7,0,797
Kral,1661.5,7,7,7,0,797
Jangaard,1620,7,7,7,0,797
Bethany,1618.5,7,7,7,0,797
Scott,1497.5,5,5,9,0,797
Burg,1448,4,4,10,0,797
Wikle,1692,9,9,5,0,798
Brazil,1802,8,8,6,0,798
Rebecca,1743.5,8,8,6,0,798
Jersey,1723,8,8,6,0,798
Ford,1828.5,7,7,7,0,798
Kral,1661.5,7,7,7,0,798
Jangaard,1620,7,7,7,0,798
Bethany,1618.5,7,7,7,0,798
Scott,1497.5,5,5,9,0,798
Burg,1448,4,4,10,0,798
Wikle,1692,9,9,5,0,799
Brazil,1802,8,8,6,0,799
Rebecca,1743.5,8,8,6,0,799
Jersey,1723,8,8,6,0,799
Ford,1828.5,7,7,7,0,799
Kral,1661.5,7,7,7,0,799
Jangaard,1620,7,7,7,0,799
Bethany,1618.5,7,7,7,0,799
Scott,1497.5,5,5,9,0,799
Burg,1448,4,4,10,0,799
Wikle,1692,9,9,5,0,800
Brazil,1802,8,8,6,0,800
Rebecca,1743.5,8,8,6,0,800
Jersey,1723,8,8,6,0,800
Ford,1828.5,7,7,7,0,800
Kral,1661.5,7,7,7,0,800
Jangaard,1620,7,7,7,0,800
Bethany,1618.5,7,7,7,0,800
Scott,1497.5,5,5,9,0,800
Burg,1448,4,4,10,0,800
Wikle,1692,9,9,5,0,801
Brazil,1802,8,8,6,0,801
Rebecca,1743.5,8,8,6,0,801
Jersey,1723,8,8,6,0,801
Ford,1828.5,7,7,7,0,801
Kral,1661.5,7,7,7,0,801
Jangaard,1620,7,7,7,0,801
Bethany,1618.5,7,7,7,0,801
Scott,1497.5,5,5,9,0,801
Burg,1448,4,4,10,0,801
Wikle,1692,9,9,5,0,802
Brazil,1802,8,8,6,0,802
Rebecca,1743.5,8,8,6,0,802
Jersey,1723,8,8,6,0,802
Ford,1828.5,7,7,7,0,802
Kral,1661.5,7,7,7,0,802
Jangaard,1620,7,7,7,0,802
Bethany,1618.5,7,7,7,0,802
Scott,1497.5,5,5,9,0,802
Burg,1448,4,4,10,0,802
Wikle,1692,9,9,5,0,803
Brazil,1802,8,8,6,0,803
Rebecca,1743.5,8,8,6,0,803
Jersey,1723,8,8,6,0,803
Ford,1828.5,7,7,7,0,803
Kral,1661.5,7,7,7,0,803
Jangaard,1620,7,7,7,0,803
Bethany,1618.5,7,7,7,0,803
Scott,1497.5,5,5,9,0,803
Burg,1448,4,4,10,0,803
Wikle,1692,9,9,5,0,804
Brazil,1802,8,8,6,0,804
Rebecca,1743.5,8,8,6,0,804
Jersey,1723,8,8,6,0,804
Ford,1828.5,7,7,7,0,804
Kral,1661.5,7,7,7,0,804
Jangaard,1620,7,7,7,0,804
Bethany,1618.5,7,7,7,0,804
Scott,1497.5,5,5,9,0,804
Burg,1448,4,4,10,0,804
Wikle,1692,9,9,5,0,805
Brazil,1802,8,8,6,0,805
Rebecca,1743.5,8,8,6,0,805
Jersey,1723,8,8,6,0,805
Ford,1828.5,7,7,7,0,805
Kral,1661.5,7,7,7,0,805
Jangaard,1620,7,7,7,0,805
Bethany,1618.5,7,7,7,0,805
Scott,1497.5,5,5,9,0,805
Burg,1448,4,4,10,0,805
Wikle,1692,9,9,5,0,806
Brazil,1802,8,8,6,0,806
Rebecca,1743.5,8,8,6,0,806
Jersey,1723,8,8,6,0,806
Ford,1828.5,7,7,7,0,806
Kral,1661.5,7,7,7,0,806
Jangaard,1620,7,7,7,0,806
Bethany,1618.5,7,7,7,0,806
Scott,1497.5,5,5,9,0,806
Burg,1448,4,4,10,0,806
Wikle,1692,9,9,5,0,807
Brazil,1802,8,8,6,0,807
Rebecca,1743.5,8,8,6,0,807
Jersey,1723,8,8,6,0,807
Ford,1828.5,7,7,7,0,807
Kral,1661.5,7,7,7,0,807
Jangaard,1620,7,7,7,0,807
Bethany,1618.5,7,7,7,0,807
Scott,1497.5,5,5,9,0,807
Burg,1448,4,4,10,0,807
Wikle,1692,9,9,5,0,808
Brazil,1802,8,8,6,0,808
Rebecca,1743.5,8,8,6,0,808
Jersey,1723,8,8,6,0,808
Ford,1828.5,7,7,7,0,808
Kral,1661.5,7,7,7,0,808
Jangaard,1620,7,7,7,0,808
Bethany,1618.5,7,7,7,0,808
Scott,1497.5,5,5,9,0,808
Burg,1448,4,4,10,0,808
Wikle,1692,9,9,5,0,809
Brazil,1802,8,8,6,0,809
Rebecca,1743.5,8,8,6,0,809
Jersey,1723,8,8,6,0,809
Ford,1828.5,7,7,7,0,809
Kral,1661.5,7,7,7,0,809
Jangaard,1620,7,7,7,0,809
Bethany,1618.5,7,7,7,0,809
Scott,1497.5,5,5,9,0,809
Burg,1448,4,4,10,0,809
Wikle,1692,9,9,5,0,810
Brazil,1802,8,8,6,0,810
Rebecca,1743.5,8,8,6,0,810
Jersey,1723,8,8,6,0,810
Ford,1828.5,7,7,7,0,810
Kral,1661.5,7,7,7,0,810
Jangaard,1620,7,7,7,0,810
Bethany,1618.5,7,7,7,0,810
Scott,1497.5,5,5,9,0,810
Burg,1448,4,4,10,0,810
Wikle,1692,9,9,5,0,811
Brazil,1802,8,8,6,0,811
Rebecca,1743.5,8,8,6,0,811
Jersey,1723,8,8,6,0,811
Ford,1828.5,7,7,7,0,811
Kral,1661.5,7,7,7,0,811
Jangaard,1620,7,7,7,0,811
Bethany,1618.5,7,7,7,0,811
Scott,1497.5,5,5,9,0,811
Burg,1448,4,4,10,0,811
Wikle,1692,9,9,5,0,812
Brazil,1802,8,8,6,0,812
Rebecca,1743.5,8,8,6,0,812
Jersey,1723,8,8,6,0,812
Ford,1828.5,7,7,7,0,812
Kral,1661.5,7,7,7,0,812
Jangaard,1620,7,7,7,0,812
Bethany,1618.5,7,7,7,0,812
Scott,1497.5,5,5,9,0,812
Burg,1448,4,4,10,0,812
Wikle,1692,9,9,5,0,813
Brazil,1802,8,8,6,0,813
Rebecca,1743.5,8,8,6,0,813
Jersey,1723,8,8,6,0,813
Ford,1828.5,7,7,7,0,813
Kral,1661.5,7,7,7,0,813
Jangaard,1620,7,7,7,0,813
Bethany,1618.5,7,7,7,0,813
Scott,1497.5,5,5,9,0,813
Burg,1448,4,4,10,0,813
Wikle,1692,9,9,5,0,814
Brazil,1802,8,8,6,0,814
Rebecca,1743.5,8,8,6,0,814
Jersey,1723,8,8,6,0,814
Ford,1828.5,7,7,7,0,814
Kral,1661.5,7,7,7,0,814
Jangaard,1620,7,7,7,0,814
Bethany,1618.5,7,7,7,0,814
Scott,1497.5,5,5,9,0,814
Burg,1448,4,4,10,0,814
Wikle,1692,9,9,5,0,815
Brazil,1802,8,8,6,0,815
Rebecca,1743.5,8,8,6,0,815
Jersey,1723,8,8,6,0,815
Ford,1828.5,7,7,7,0,815
Kral,1661.5,7,7,7,0,815
Jangaard,1620,7,7,7,0,815
Bethany,1618.5,7,7,7,0,815
Scott,1497.5,5,5,9,0,815
Burg,1448,4,4,10,0,815
Wikle,1692,9,9,5,0,816
Brazil,1802,8,8,6,0,816
Rebecca,1743.5,8,8,6,0,816
Jersey,1723,8,8,6,0,816
Ford,1828.5,7,7,7,0,816
Kral,1661.5,7,7,7,0,816
Jangaard,1620,7,7,7,0,816
Bethany,1618.5,7,7,7,0,816
Scott,1497.5,5,5,9,0,816
Burg,1448,4,4,10,0,816
Wikle,1692,9,9,5,0,817
Brazil,1802,8,8,6,0,817
Rebecca,1743.5,8,8,6,0,817
Jersey,1723,8,8,6,0,817
Ford,1828.5,7,7,7,0,817
Kral,1661.5,7,7,7,0,817
Jangaard,1620,7,7,7,0,817
Bethany,1618.5,7,7,7,0,817
Scott,1497.5,5,5,9,0,817
Burg,1448,4,4,10,0,817
Wikle,1692,9,9,5,0,818
Brazil,1802,8,8,6,0,818
Rebecca,1743.5,8,8,6,0,818
Jersey,1723,8,8,6,0,818
Ford,1828.5,7,7,7,0,818
Kral,1661.5,7,7,7,0,818
Jangaard,1620,7,7,7,0,818
Bethany,1618.5,7,7,7,0,818
Scott,1497.5,5,5,9,0,818
Burg,1448,4,4,10,0,818
Wikle,1692,9,9,5,0,819
Brazil,1802,8,8,6,0,819
Rebecca,1743.5,8,8,6,0,819
Jersey,1723,8,8,6,0,819
Ford,1828.5,7,7,7,0,819
Kral,1661.5,7,7,7,0,819
Jangaard,1620,7,7,7,0,819
Bethany,1618.5,7,7,7,0,819
Scott,1497.5,5,5,9,0,819
Burg,1448,4,4,10,0,819
Wikle,1692,9,9,5,0,820
Brazil,1802,8,8,6,0,820
Rebecca,1743.5,8,8,6,0,820
Jersey,1723,8,8,6,0,820
Ford,1828.5,7,7,7,0,820
Kral,1661.5,7,7,7,0,820
Jangaard,1620,7,7,7,0,820
Bethany,1618.5,7,7,7,0,820
Scott,1497.5,5,5,9,0,820
Burg,1448,4,4,10,0,820
Wikle,1692,9,9,5,0,821
Brazil,1802,8,8,6,0,821
Rebecca,1743.5,8,8,6,0,821
Jersey,1723,8,8,6,0,821
Ford,1828.5,7,7,7,0,821
Kral,1661.5,7,7,7,0,821
Jangaard,1620,7,7,7,0,821
Bethany,1618.5,7,7,7,0,821
Scott,1497.5,5,5,9,0,821
Burg,1448,4,4,10,0,821
Wikle,1692,9,9,5,0,822
Brazil,1802,8,8,6,0,822
Rebecca,1743.5,8,8,6,0,822
Jersey,1723,8,8,6,0,822
Ford,1828.5,7,7,7,0,822
Kral,1661.5,7,7,7,0,822
Jangaard,1620,7,7,7,0,822
Bethany,1618.5,7,7,7,0,822
Scott,1497.5,5,5,9,0,822
Burg,1448,4,4,10,0,822
Wikle,1692,9,9,5,0,823
Brazil,1802,8,8,6,0,823
Rebecca,1743.5,8,8,6,0,823
Jersey,1723,8,8,6,0,823
Ford,1828.5,7,7,7,0,823
Kral,1661.5,7,7,7,0,823
Jangaard,1620,7,7,7,0,823
Bethany,1618.5,7,7,7,0,823
Scott,1497.5,5,5,9,0,823
Burg,1448,4,4,10,0,823
Wikle,1692,9,9,5,0,824
Brazil,1802,8,8,6,0,824
Rebecca,1743.5,8,8,6,0,824
Jersey,1723,8,8,6,0,824
Ford,1828.5,7,7,7,0,824
Kral,1661.5,7,7,7,0,824
Jangaard,1620,7,7,7,0,824
Bethany,1618.5,7,7,7,0,824
Scott,1497.5,5,5,9,0,824
Burg,1448,4,4,10,0,824
Wikle,1692,9,9,5,0,825
Brazil,1802,8,8,6,0,825
Rebecca,1743.5,8,8,6,0,825
Jersey,1723,8,8,6,0,825
Ford,1828.5,7,7,7,0,825
Kral,1661.5,7,7,7,0,825
Jangaard,1620,7,7,7,0,825
Bethany,1618.5,7,7,7,0,825
Scott,1497.5,5,5,9,0,825
Burg,1448,4,4,10,0,825
Wikle,1692,9,9,5,0,826
Brazil,1802,8,8,6,0,826
Rebecca,1743.5,8,8,6,0,826
Jersey,1723,8,8,6,0,826
Ford,1828.5,7,7,7,0,826
Kral,1661.5,7,7,7,0,826
Jangaard,1620,7,7,7,0,826
Bethany,1618.5,7,7,7,0,826
Scott,1497.5,5,5,9,0,826
Burg,1448,4,4,10,0,826
Wikle,1692,9,9,5,0,827
Brazil,1802,8,8,6,0,827
Rebecca,1743.5,8,8,6,0,827
Jersey,1723,8,8,6,0,827
Ford,1828.5,7,7,7,0,827
Kral,1661.5,7,7,7,0,827
Jangaard,1620,7,7,7,0,827
Bethany,1618.5,7,7,7,0,827
Scott,1497.5,5,5,9,0,827
Burg,1448,4,4,10,0,827
Wikle,1692,9,9,5,0,828
Brazil,1802,8,8,6,0,828
Rebecca,1743.5,8,8,6,0,828
Jersey,1723,8,8,6,0,828
Ford,1828.5,7,7,7,0,828
Kral,1661.5,7,7,7,0,828
Jangaard,1620,7,7,7,0,828
Bethany,1618.5,7,7,7,0,828
Scott,1497.5,5,5,9,0,828
Burg,1448,4,4,10,0,828
Wikle,1692,9,9,5,0,829
Brazil,1802,8,8,6,0,829
Rebecca,1743.5,8,8,6,0,829
Jersey,1723,8,8,6,0,829
Ford,1828.5,7,7,7,0,829
Kral,1661.5,7,7,7,0,829
Jangaard,1620,7,7,7,0,829
Bethany,1618.5,7,7,7,0,829
Scott,1497.5,5,5,9,0,829
Burg,1448,4,4,10,0,829
Wikle,1692,9,9,5,0,830
Brazil,1802,8,8,6,0,830
Rebecca,1743.5,8,8,6,0,830
Jersey,1723,8,8,6,0,830
Ford,1828.5,7,7,7,0,830
Kral,1661.5,7,7,7,0,830
Jangaard,1620,7,7,7,0,830
Bethany,1618.5,7,7,7,0,830
Scott,1497.5,5,5,9,0,830
Burg,1448,4,4,10,0,830
Wikle,1692,9,9,5,0,831
Brazil,1802,8,8,6,0,831
Rebecca,1743.5,8,8,6,0,831
Jersey,1723,8,8,6,0,831
Ford,1828.5,7,7,7,0,831
Kral,1661.5,7,7,7,0,831
Jangaard,1620,7,7,7,0,831
Bethany,1618.5,7,7,7,0,831
Scott,1497.5,5,5,9,0,831
Burg,1448,4,4,10,0,831
Wikle,1692,9,9,5,0,832
Brazil,1802,8,8,6,0,832
Rebecca,1743.5,8,8,6,0,832
Jersey,1723,8,8,6,0,832
Ford,1828.5,7,7,7,0,832
Kral,1661.5,7,7,7,0,832
Jangaard,1620,7,7,7,0,832
Bethany,1618.5,7,7,7,0,832
Scott,1497.5,5,5,9,0,832
Burg,1448,4,4,10,0,832
Wikle,1692,9,9,5,0,833
Brazil,1802,8,8,6,0,833
Rebecca,1743.5,8,8,6,0,833
Jersey,1723,8,8,6,0,833
Ford,1828.5,7,7,7,0,833
Kral,1661.5,7,7,7,0,833
Jangaard,1620,7,7,7,0,833
Bethany,1618.5,7,7,7,0,833
Scott,1497.5,5,5,9,0,833
Burg,1448,4,4,10,0,833
Wikle,1692,9,9,5,0,834
Brazil,1802,8,8,6,0,834
Rebecca,1743.5,8,8,6,0,834
Jersey,1723,8,8,6,0,834
Ford,1828.5,7,7,7,0,834
Kral,1661.5,7,7,7,0,834
Jangaard,1620,7,7,7,0,834
Bethany,1618.5,7,7,7,0,834
Scott,1497.5,5,5,9,0,834
Burg,1448,4,4,10,0,834
Wikle,1692,9,9,5,0,835
Brazil,1802,8,8,6,0,835
Rebecca,1743.5,8,8,6,0,835
Jersey,1723,8,8,6,0,835
Ford,1828.5,7,7,7,0,835
Kral,1661.5,7,7,7,0,835
Jangaard,1620,7,7,7,0,835
Bethany,1618.5,7,7,7,0,835
Scott,1497.5,5,5,9,0,835
Burg,1448,4,4,10,0,835
Wikle,1692,9,9,5,0,836
Brazil,1802,8,8,6,0,836
Rebecca,1743.5,8,8,6,0,836
Jersey,1723,8,8,6,0,836
Ford,1828.5,7,7,7,0,836
Kral,1661.5,7,7,7,0,836
Jangaard,1620,7,7,7,0,836
Bethany,1618.5,7,7,7,0,836
Scott,1497.5,5,5,9,0,836
Burg,1448,4,4,10,0,836
Wikle,1692,9,9,5,0,837
Brazil,1802,8,8,6,0,837
Rebecca,1743.5,8,8,6,0,837
Jersey,1723,8,8,6,0,837
Ford,1828.5,7,7,7,0,837
Kral,1661.5,7,7,7,0,837
Jangaard,1620,7,7,7,0,837
Bethany,1618.5,7,7,7,0,837
Scott,1497.5,5,5,9,0,837
Burg,1448,4,4,10,0,837
Wikle,1692,9,9,5,0,838
Brazil,1802,8,8,6,0,838
Rebecca,1743.5,8,8,6,0,838
Jersey,1723,8,8,6,0,838
Ford,1828.5,7,7,7,0,838
Kral,1661.5,7,7,7,0,838
Jangaard,1620,7,7,7,0,838
Bethany,1618.5,7,7,7,0,838
Scott,1497.5,5,5,9,0,838
Burg,1448,4,4,10,0,838
Wikle,1692,9,9,5,0,839
Brazil,1802,8,8,6,0,839
Rebecca,1743.5,8,8,6,0,839
Jersey,1723,8,8,6,0,839
Ford,1828.5,7,7,7,0,839
Kral,1661.5,7,7,7,0,839
Jangaard,1620,7,7,7,0,839
Bethany,1618.5,7,7,7,0,839
Scott,1497.5,5,5,9,0,839
Burg,1448,4,4,10,0,839
Wikle,1692,9,9,5,0,840
Brazil,1802,8,8,6,0,840
Rebecca,1743.5,8,8,6,0,840
Jersey,1723,8,8,6,0,840
Ford,1828.5,7,7,7,0,840
Kral,1661.5,7,7,7,0,840
Jangaard,1620,7,7,7,0,840
Bethany,1618.5,7,7,7,0,840
Scott,1497.5,5,5,9,0,840
Burg,1448,4,4,10,0,840
Wikle,1692,9,9,5,0,841
Brazil,1802,8,8,6,0,841
Rebecca,1743.5,8,8,6,0,841
Jersey,1723,8,8,6,0,841
Ford,1828.5,7,7,7,0,841
Kral,1661.5,7,7,7,0,841
Jangaard,1620,7,7,7,0,841
Bethany,1618.5,7,7,7,0,841
Scott,1497.5,5,5,9,0,841
Burg,1448,4,4,10,0,841
Wikle,1692,9,9,5,0,842
Brazil,1802,8,8,6,0,842
Rebecca,1743.5,8,8,6,0,842
Jersey,1723,8,8,6,0,842
Ford,1828.5,7,7,7,0,842
Kral,1661.5,7,7,7,0,842
Jangaard,1620,7,7,7,0,842
Bethany,1618.5,7,7,7,0,842
Scott,1497.5,5,5,9,0,842
Burg,1448,4,4,10,0,842
Wikle,1692,9,9,5,0,843
Brazil,1802,8,8,6,0,843
Rebecca,1743.5,8,8,6,0,843
Jersey,1723,8,8,6,0,843
Ford,1828.5,7,7,7,0,843
Kral,1661.5,7,7,7,0,843
Jangaard,1620,7,7,7,0,843
Bethany,1618.5,7,7,7,0,843
Scott,1497.5,5,5,9,0,843
Burg,1448,4,4,10,0,843
Wikle,1692,9,9,5,0,844
Brazil,1802,8,8,6,0,844
Rebecca,1743.5,8,8,6,0,844
Jersey,1723,8,8,6,0,844
Ford,1828.5,7,7,7,0,844
Kral,1661.5,7,7,7,0,844
Jangaard,1620,7,7,7,0,844
Bethany,1618.5,7,7,7,0,844
Scott,1497.5,5,5,9,0,844
Burg,1448,4,4,10,0,844
Wikle,1692,9,9,5,0,845
Brazil,1802,8,8,6,0,845
Rebecca,1743.5,8,8,6,0,845
Jersey,1723,8,8,6,0,845
Ford,1828.5,7,7,7,0,845
Kral,1661.5,7,7,7,0,845
Jangaard,1620,7,7,7,0,845
Bethany,1618.5,7,7,7,0,845
Scott,1497.5,5,5,9,0,845
Burg,1448,4,4,10,0,845
Wikle,1692,9,9,5,0,846
Brazil,1802,8,8,6,0,846
Rebecca,1743.5,8,8,6,0,846
Jersey,1723,8,8,6,0,846
Ford,1828.5,7,7,7,0,846
Kral,1661.5,7,7,7,0,846
Jangaard,1620,7,7,7,0,846
Bethany,1618.5,7,7,7,0,846
Scott,1497.5,5,5,9,0,846
Burg,1448,4,4,10,0,846
Wikle,1692,9,9,5,0,847
Brazil,1802,8,8,6,0,847
Rebecca,1743.5,8,8,6,0,847
Jersey,1723,8,8,6,0,847
Ford,1828.5,7,7,7,0,847
Kral,1661.5,7,7,7,0,847
Jangaard,1620,7,7,7,0,847
Bethany,1618.5,7,7,7,0,847
Scott,1497.5,5,5,9,0,847
Burg,1448,4,4,10,0,847
Wikle,1692,9,9,5,0,848
Brazil,1802,8,8,6,0,848
Rebecca,1743.5,8,8,6,0,848
Jersey,1723,8,8,6,0,848
Ford,1828.5,7,7,7,0,848
Kral,1661.5,7,7,7,0,848
Jangaard,1620,7,7,7,0,848
Bethany,1618.5,7,7,7,0,848
Scott,1497.5,5,5,9,0,848
Burg,1448,4,4,10,0,848
Wikle,1692,9,9,5,0,849
Brazil,1802,8,8,6,0,849
Rebecca,1743.5,8,8,6,0,849
Jersey,1723,8,8,6,0,849
Ford,1828.5,7,7,7,0,849
Kral,1661.5,7,7,7,0,849
Jangaard,1620,7,7,7,0,849
Bethany,1618.5,7,7,7,0,849
Scott,1497.5,5,5,9,0,849
Burg,1448,4,4,10,0,849
Wikle,1692,9,9,5,0,850
Brazil,1802,8,8,6,0,850
Rebecca,1743.5,8,8,6,0,850
Jersey,1723,8,8,6,0,850
Ford,1828.5,7,7,7,0,850
Kral,1661.5,7,7,7,0,850
Jangaard,1620,7,7,7,0,850
Bethany,1618.5,7,7,7,0,850
Scott,1497.5,5,5,9,0,850
Burg,1448,4,4,10,0,850
Wikle,1692,9,9,5,0,851
Brazil,1802,8,8,6,0,851
Rebecca,1743.5,8,8,6,0,851
Jersey,1723,8,8,6,0,851
Ford,1828.5,7,7,7,0,851
Kral,1661.5,7,7,7,0,851
Jangaard,1620,7,7,7,0,851
Bethany,1618.5,7,7,7,0,851
Scott,1497.5,5,5,9,0,851
Burg,1448,4,4,10,0,851
Wikle,1692,9,9,5,0,852
Brazil,1802,8,8,6,0,852
Rebecca,1743.5,8,8,6,0,852
Jersey,1723,8,8,6,0,852
Ford,1828.5,7,7,7,0,852
Kral,1661.5,7,7,7,0,852
Jangaard,1620,7,7,7,0,852
Bethany,1618.5,7,7,7,0,852
Scott,1497.5,5,5,9,0,852
Burg,1448,4,4,10,0,852
Wikle,1692,9,9,5,0,853
Brazil,1802,8,8,6,0,853
Rebecca,1743.5,8,8,6,0,853
Jersey,1723,8,8,6,0,853
Ford,1828.5,7,7,7,0,853
Kral,1661.5,7,7,7,0,853
Jangaard,1620,7,7,7,0,853
Bethany,1618.5,7,7,7,0,853
Scott,1497.5,5,5,9,0,853
Burg,1448,4,4,10,0,853
Wikle,1692,9,9,5,0,854
Brazil,1802,8,8,6,0,854
Rebecca,1743.5,8,8,6,0,854
Jersey,1723,8,8,6,0,854
Ford,1828.5,7,7,7,0,854
Kral,1661.5,7,7,7,0,854
Jangaard,1620,7,7,7,0,854
Bethany,1618.5,7,7,7,0,854
Scott,1497.5,5,5,9,0,854
Burg,1448,4,4,10,0,854
Wikle,1692,9,9,5,0,855
Brazil,1802,8,8,6,0,855
Rebecca,1743.5,8,8,6,0,855
Jersey,1723,8,8,6,0,855
Ford,1828.5,7,7,7,0,855
Kral,1661.5,7,7,7,0,855
Jangaard,1620,7,7,7,0,855
Bethany,1618.5,7,7,7,0,855
Scott,1497.5,5,5,9,0,855
Burg,1448,4,4,10,0,855
Wikle,1692,9,9,5,0,856
Brazil,1802,8,8,6,0,856
Rebecca,1743.5,8,8,6,0,856
Jersey,1723,8,8,6,0,856
Ford,1828.5,7,7,7,0,856
Kral,1661.5,7,7,7,0,856
